accuracy,id,lat,lng,speed,time,type,state,stepCount
22.6,0,37.477614,126.616599,15.99,4789732773163466752,START,AUTOMOBILE,1003
24.3,0,37.477901,126.616678,16.30,4789732773171658752,NORMAL,AUTOMOBILE,1003
24.3,0,37.479031,126.616935,15.90,4789732773204426752,NORMAL,AUTOMOBILE,1003
24.3,0,37.479311,126.616998,15.84,4789732773212618752,NORMAL,AUTOMOBILE,1003
24.3,0,37.480476,126.617290,13.16,4789732773249482752,NORMAL,AUTOMOBILE,8
24.3,0,37.480596,126.617323,13.33,4789732773253578752,NORMAL,AUTOMOBILE,8
24.3,0,37.481664,126.617576,13.35,4789732773290442752,NORMAL,AUTOMOBILE,8
24.3,0,37.481778,126.617615,13.07,4789732773294538752,NORMAL,AUTOMOBILE,8
77.3,0,37.483730,126.619113,0.00,4789732773478858752,STOP,AUTOMOBILE,8
77.3,0,37.483730,126.619113,0.00,4789732774357805920,END,,0
