accuracy,id,lat,lng,speed,time,type,state,stepCount
9.5,0,37.538234,126.640700,9.45,1694693052000,START,AUTOMOBILE,8
9.5,0,37.538333,126.640682,10.05,1694693053000,NORMAL,AUTOMOBILE,8
9.5,0,37.538423,126.640708,9.92,1694693054000,NORMAL,AUTOMOBILE,8
9.5,0,37.538516,126.640703,9.92,1694693055000,NORMAL,AUTOMOBILE,8
9.5,0,37.538609,126.640693,9.82,1694693056000,NORMAL,AUTOMOBILE,8
7.5,0,37.538682,126.640693,9.33,1694693057000,NORMAL,AUTOMOBILE,8
8.2,0,37.538766,126.640692,9.33,1694693058000,NORMAL,AUTOMOBILE,8
8.2,0,37.538809,126.640695,6.51,1694693059000,NORMAL,AUTOMOBILE,8
8.2,0,37.538856,126.640694,6.51,1694693060000,NORMAL,AUTOMOBILE,8
8.2,0,37.538882,126.640694,4.60,1694693061000,NORMAL,AUTOMOBILE,8
8.2,0,37.538927,126.640674,4.58,1694693062000,NORMAL,AUTOMOBILE,8
8.2,0,37.538962,126.640673,3.82,1694693063000,NORMAL,AUTOMOBILE,8
8.2,0,37.538976,126.640673,3.82,1694693064000,NORMAL,AUTOMOBILE,8
8.2,0,37.538985,126.640673,2.70,1694693065000,NORMAL,AUTOMOBILE,8
8.2,0,37.539002,126.640782,2.70,1694693066000,NORMAL,AUTOMOBILE,8
8.2,0,37.539010,126.640867,5.37,1694693067000,NORMAL,AUTOMOBILE,8
8.2,0,37.538994,126.640965,7.11,1694693068000,NORMAL,AUTOMOBILE,8
8.2,0,37.538999,126.641046,7.11,1694693069000,NORMAL,AUTOMOBILE,8
8.2,0,37.539012,126.641138,7.53,1694693070000,NORMAL,AUTOMOBILE,8
8.2,0,37.539006,126.641253,8.64,1694693071000,NORMAL,AUTOMOBILE,8
8.2,0,37.539011,126.641355,8.69,1694693072000,NORMAL,AUTOMOBILE,8
8.2,0,37.539017,126.641456,8.69,1694693073000,NORMAL,AUTOMOBILE,8
8.2,0,37.539016,126.641566,9.36,1694693074000,NORMAL,AUTOMOBILE,8
8.2,0,37.539021,126.641694,10.31,1694693075000,NORMAL,AUTOMOBILE,8
8.2,0,37.539029,126.641798,10.31,1694693076000,NORMAL,AUTOMOBILE,8
8.2,0,37.539028,126.641911,10.18,1694693077000,NORMAL,AUTOMOBILE,8
8.2,0,37.539040,126.642022,10.43,1694693078000,NORMAL,AUTOMOBILE,8
8.2,0,37.539037,126.642150,10.60,1694693079000,NORMAL,AUTOMOBILE,8
8.2,0,37.539038,126.642278,10.83,1694693080000,NORMAL,AUTOMOBILE,8
8.2,0,37.539048,126.642398,10.57,1694693081000,NORMAL,AUTOMOBILE,8
8.2,0,37.539034,126.642514,10.28,1694693082000,NORMAL,AUTOMOBILE,8
8.2,0,37.539035,126.642597,8.65,1694693083000,NORMAL,AUTOMOBILE,8
8.2,0,37.539043,126.642693,8.29,1694693084000,NORMAL,AUTOMOBILE,8
8.2,0,37.539037,126.642813,9.06,1694693085000,NORMAL,AUTOMOBILE,8
8.2,0,37.539040,126.642932,9.88,1694693086000,NORMAL,AUTOMOBILE,8
8.2,0,37.539037,126.643038,9.72,1694693087000,NORMAL,AUTOMOBILE,8
8.2,0,37.539032,126.643145,9.75,1694693088000,NORMAL,AUTOMOBILE,8
8.2,0,37.539034,126.643242,9.25,1694693089000,NORMAL,AUTOMOBILE,8
8.2,0,37.539037,126.643348,9.19,1694693090000,NORMAL,AUTOMOBILE,8
8.2,0,37.539031,126.643463,9.53,1694693091000,NORMAL,AUTOMOBILE,8
8.2,0,37.539028,126.643557,9.02,1694693092000,NORMAL,AUTOMOBILE,8
8.2,0,37.539038,126.643647,8.52,1694693093000,NORMAL,STATION,8
8.2,0,37.539040,126.643749,8.59,1694693094000,NORMAL,AUTOMOBILE,8
8.2,0,37.539024,126.643850,8.39,1694693095000,NORMAL,AUTOMOBILE,8
8.2,0,37.539023,126.643939,8.06,1694693096000,NORMAL,AUTOMOBILE,8
8.2,0,37.539028,126.644020,7.60,1694693097000,NORMAL,AUTOMOBILE,8
8.2,0,37.539023,126.644091,6.94,1694693098000,NORMAL,AUTOMOBILE,8
8.1,0,37.539022,126.644157,6.09,1694693099000,NORMAL,AUTOMOBILE,8
8.1,0,37.539012,126.644209,4.98,1694693100000,NORMAL,AUTOMOBILE,8
8.1,0,37.539016,126.644247,3.91,1694693101000,NORMAL,AUTOMOBILE,8
8.1,0,37.539012,126.644278,3.05,1694693102000,NORMAL,AUTOMOBILE,8
8.1,0,37.539009,126.644301,2.37,1694693103000,NORMAL,AUTOMOBILE,8
8.1,0,37.539009,126.644348,3.50,1694693104000,NORMAL,AUTOMOBILE,8
