accuracy,id,lat,lng,speed,time,type,state,stepCount
97.3,0,37.728226,127.407249,0.00,1691920724000,START,AUTOMOBILE,14
11.7,0,37.728348,127.408304,8.19,1691920739000,NORMAL,AUTOMOBILE,14
11.5,0,37.728391,127.408376,7.32,1691920740000,NORMAL,AUTOMOBILE,14
11.5,0,37.728418,127.408452,7.32,1691920741000,NORMAL,AUTOMOBILE,14
9.5,0,37.728437,127.408525,7.11,1691920742000,NORMAL,AUTOMOBILE,14
9.5,0,37.728461,127.408579,6.04,1691920743000,NORMAL,AUTOMOBILE,14
8.2,0,37.728489,127.408634,6.04,1691920744000,NORMAL,AUTOMOBILE,14
8.2,0,37.728505,127.408658,4.88,1691920745000,NORMAL,AUTOMOBILE,14
8.2,0,37.728510,127.408692,3.97,1691920746000,NORMAL,AUTOMOBILE,14
8.2,0,37.728512,127.408695,2.01,1691920747000,NORMAL,AUTOMOBILE,14
8.2,0,37.728518,127.408713,2.01,1691920748000,NORMAL,AUTOMOBILE,14
8.2,0,37.728520,127.408717,1.38,1691920749000,NORMAL,AUTOMOBILE,14
8.2,0,37.728515,127.408712,0.55,1691920750000,STOP,AUTOMOBILE,14
8.1,0,37.728544,127.408759,1.77,1691920787000,NORMAL,AUTOMOBILE,14
8.1,0,37.728557,127.408797,2.81,1691920788000,NORMAL,AUTOMOBILE,14
8.1,0,37.728576,127.408843,3.64,1691920789000,NORMAL,AUTOMOBILE,14
8.1,0,37.728587,127.408879,3.34,1691920790000,NORMAL,STATION,14
8.1,0,37.728602,127.408917,3.55,1691920791000,NORMAL,AUTOMOBILE,14
8.1,0,37.728615,127.408956,3.54,1691920792000,NORMAL,AUTOMOBILE,14
8.1,0,37.728618,127.408987,3.30,1691920793000,NORMAL,AUTOMOBILE,14
8.1,0,37.728598,127.409021,3.36,1691920794000,NORMAL,AUTOMOBILE,14
8.1,0,37.728566,127.409064,4.30,1691920795000,NORMAL,AUTOMOBILE,14
8.1,0,37.728503,127.409090,5.63,1691920796000,NORMAL,AUTOMOBILE,14
8.1,0,37.728436,127.409136,6.95,1691920797000,NORMAL,AUTOMOBILE,14
8.1,0,37.728343,127.409180,8.86,1691920798000,NORMAL,AUTOMOBILE,14
8.1,0,37.728246,127.409221,10.35,1691920799000,NORMAL,AUTOMOBILE,14
8.1,0,37.728144,127.409271,11.29,1691920800000,NORMAL,AUTOMOBILE,14
8.1,0,37.728047,127.409326,11.64,1691920801000,NORMAL,AUTOMOBILE,14
8.1,0,37.727947,127.409375,11.76,1691920802000,NORMAL,AUTOMOBILE,14
8.1,0,37.727849,127.409425,11.81,1691920803000,NORMAL,AUTOMOBILE,14
8.1,0,37.727757,127.409474,11.23,1691920804000,NORMAL,AUTOMOBILE,14
8.1,0,37.727677,127.409514,10.30,1691920805000,NORMAL,AUTOMOBILE,14
8.1,0,37.727611,127.409552,8.91,1691920806000,NORMAL,AUTOMOBILE,14
8.2,0,37.727559,127.409572,7.22,1691920807000,NORMAL,AUTOMOBILE,14
8.2,0,37.727522,127.409594,5.62,1691920808000,NORMAL,AUTOMOBILE,14
8.2,0,37.727496,127.409615,4.27,1691920809000,NORMAL,AUTOMOBILE,14
8.2,0,37.727537,127.409558,1.83,1691920810000,NORMAL,AUTOMOBILE,14
8.2,0,37.727555,127.409550,2.18,1691920811000,NORMAL,AUTOMOBILE,14
8.1,0,37.727562,127.409556,1.52,1691920812000,NORMAL,AUTOMOBILE,14
8.1,0,37.727536,127.409564,0.46,1691920813000,STOP,AUTOMOBILE,14
8.1,0,37.727501,127.409587,1.82,1691920815000,NORMAL,AUTOMOBILE,14
8.0,0,37.727486,127.409581,2.21,1691920816000,NORMAL,AUTOMOBILE,14
8.0,0,37.727467,127.409603,2.32,1691920817000,NORMAL,AUTOMOBILE,14
8.0,0,37.727437,127.409615,2.34,1691920818000,NORMAL,AUTOMOBILE,14
7.9,0,37.727444,127.409607,1.34,1691920819000,NORMAL,AUTOMOBILE,14
7.9,0,37.727434,127.409607,1.02,1691920820000,NORMAL,AUTOMOBILE,14
7.9,0,37.727474,127.409592,0.08,1691920821000,STOP,AUTOMOBILE,14
8.1,0,37.727488,127.409581,1.16,1691920838000,NORMAL,AUTOMOBILE,14
8.1,0,37.727455,127.409596,3.23,1691920839000,NORMAL,STATION,14
8.1,0,37.727402,127.409624,4.95,1691920840000,NORMAL,AUTOMOBILE,14
8.1,0,37.727350,127.409656,5.88,1691920841000,NORMAL,AUTOMOBILE,14
8.1,0,37.727292,127.409702,6.72,1691920842000,NORMAL,AUTOMOBILE,14
8.1,0,37.727158,127.409791,9.82,1691920843000,NORMAL,AUTOMOBILE,14
8.1,0,37.727053,127.409853,10.74,1691920844000,NORMAL,AUTOMOBILE,14
8.1,0,37.726939,127.409897,11.18,1691920845000,NORMAL,AUTOMOBILE,14
8.1,0,37.726833,127.409942,11.42,1691920846000,NORMAL,AUTOMOBILE,14
8.1,0,37.726717,127.409968,11.73,1691920847000,NORMAL,AUTOMOBILE,14
8.1,0,37.726588,127.409978,12.47,1691920848000,NORMAL,AUTOMOBILE,14
8.2,0,37.726467,127.409982,12.83,1691920849000,NORMAL,AUTOMOBILE,14
8.2,0,37.726345,127.409959,12.87,1691920850000,NORMAL,AUTOMOBILE,14
8.2,0,37.726240,127.409933,12.44,1691920851000,NORMAL,AUTOMOBILE,14
8.2,0,37.726129,127.409889,12.86,1691920852000,NORMAL,AUTOMOBILE,14
8.2,0,37.726020,127.409827,12.99,1691920853000,NORMAL,AUTOMOBILE,14
8.2,0,37.725908,127.409753,13.28,1691920854000,NORMAL,AUTOMOBILE,14
8.2,0,37.725807,127.409684,13.23,1691920855000,NORMAL,AUTOMOBILE,14
8.2,0,37.725708,127.409581,13.46,1691920856000,NORMAL,AUTOMOBILE,14
8.2,0,37.725619,127.409472,13.31,1691920857000,NORMAL,AUTOMOBILE,14
8.2,0,37.725528,127.409361,13.67,1691920858000,NORMAL,AUTOMOBILE,14
8.2,0,37.725429,127.409249,14.45,1691920859000,NORMAL,AUTOMOBILE,14
8.2,0,37.725327,127.409136,14.84,1691920860000,NORMAL,AUTOMOBILE,14
8.2,0,37.725223,127.409015,15.10,1691920861000,NORMAL,AUTOMOBILE,14
8.2,0,37.725122,127.408892,15.13,1691920862000,NORMAL,AUTOMOBILE,14
8.2,0,37.725024,127.408778,15.04,1691920863000,NORMAL,AUTOMOBILE,14
8.2,0,37.724925,127.408655,15.31,1691920864000,NORMAL,AUTOMOBILE,14
8.2,0,37.724818,127.408538,15.58,1691920865000,NORMAL,AUTOMOBILE,14
8.2,0,37.724714,127.408417,15.63,1691920866000,NORMAL,AUTOMOBILE,14
8.2,0,37.724607,127.408295,15.74,1691920867000,NORMAL,AUTOMOBILE,14
8.2,0,37.724498,127.408174,15.83,1691920868000,NORMAL,AUTOMOBILE,14
8.2,0,37.724393,127.408051,15.76,1691920869000,NORMAL,AUTOMOBILE,14
8.2,0,37.724289,127.407928,15.66,1691920870000,NORMAL,AUTOMOBILE,14
8.2,0,37.724193,127.407824,14.82,1691920871000,NORMAL,AUTOMOBILE,14
8.2,0,37.724105,127.407729,13.70,1691920872000,NORMAL,AUTOMOBILE,14
8.2,0,37.724017,127.407632,13.30,1691920873000,NORMAL,AUTOMOBILE,14
8.2,0,37.723950,127.407531,12.75,1691920874000,NORMAL,AUTOMOBILE,14
8.2,0,37.723902,127.407401,12.70,1691920875000,NORMAL,AUTOMOBILE,14
8.1,0,37.723868,127.407251,13.35,1691920876000,NORMAL,AUTOMOBILE,14
8.1,0,37.723839,127.407103,13.54,1691920877000,NORMAL,AUTOMOBILE,14
8.1,0,37.723824,127.406938,14.09,1691920878000,NORMAL,AUTOMOBILE,14
8.1,0,37.723798,127.406774,14.45,1691920879000,NORMAL,AUTOMOBILE,14
8.1,0,37.723791,127.406572,15.85,1691920880000,NORMAL,AUTOMOBILE,14
8.2,0,37.723780,127.406397,15.40,1691920881000,NORMAL,AUTOMOBILE,14
8.2,0,37.723765,127.406232,14.91,1691920882000,NORMAL,AUTOMOBILE,14
8.2,0,37.723751,127.406073,14.35,1691920883000,NORMAL,AUTOMOBILE,14
8.1,0,37.723728,127.405924,13.65,1691920884000,NORMAL,AUTOMOBILE,14
8.2,0,37.723689,127.405794,12.76,1691920885000,NORMAL,AUTOMOBILE,14
8.2,0,37.723638,127.405674,12.36,1691920886000,NORMAL,AUTOMOBILE,14
8.2,0,37.723572,127.405568,11.98,1691920887000,NORMAL,AUTOMOBILE,14
8.2,0,37.723500,127.405466,11.77,1691920888000,NORMAL,AUTOMOBILE,14
8.2,0,37.723407,127.405386,12.19,1691920889000,NORMAL,AUTOMOBILE,14
8.2,0,37.723312,127.405312,12.32,1691920890000,NORMAL,AUTOMOBILE,14
8.2,0,37.723214,127.405258,12.13,1691920891000,NORMAL,AUTOMOBILE,14
8.2,0,37.723112,127.405222,11.63,1691920892000,NORMAL,AUTOMOBILE,14
8.2,0,37.723008,127.405209,11.44,1691920893000,NORMAL,AUTOMOBILE,14
8.2,0,37.722905,127.405220,11.35,1691920894000,NORMAL,AUTOMOBILE,14
8.2,0,37.722800,127.405252,11.51,1691920895000,NORMAL,AUTOMOBILE,14
8.2,0,37.722707,127.405302,11.21,1691920896000,NORMAL,AUTOMOBILE,14
