accuracy,id,lat,lng,speed,time,type,state,stepCount,beaconData
8.2,0,37.539086,126.641662,9.90,1701483974000,START,AUTOMOBILE,0,
8.2,0,37.539086,126.641457,9.40,1701483976000,NORMAL,AUTOMOBILE,0,
8.2,0,37.539051,126.641415,8.50,1701483977000,NORMAL,AUTOMOBILE,0,
8.2,0,37.539056,126.641352,6.75,1701483978000,NORMAL,AUTOMOBILE,0,
8.2,0,37.539085,126.641273,6.86,1701483979000,NORMAL,AUTOMOBILE,0,
8.2,0,37.539085,126.641218,6.75,1701483980000,NORMAL,AUTOMOBILE,0,
8.2,0,37.539084,126.641174,5.68,1701483981000,NORMAL,AUTOMOBILE,0,
8.2,0,37.539084,126.641140,4.64,1701483982000,NORMAL,AUTOMOBILE,0,
8.2,0,37.539084,126.641122,3.14,1701483983000,NORMAL,AUTOMOBILE,0,
8.2,0,37.539084,126.641094,3.14,1701483984000,NORMAL,AUTOMOBILE,0,
8.2,0,37.539083,126.641088,2.23,1701483985000,NORMAL,AUTOMOBILE,0,
8.2,0,37.539083,126.641084,1.47,1701483986000,NORMAL,AUTOMOBILE,0,
8.2,0,37.539084,126.641089,0.90,1701483987000,STOP,AUTOMOBILE,0,
8.1,0,37.539083,126.641049,2.25,1701484029000,NORMAL,AUTOMOBILE,0,
8.1,0,37.539083,126.641004,3.41,1701484030000,NORMAL,AUTOMOBILE,0,
8.1,0,37.539066,126.640948,4.35,1701484031000,NORMAL,AUTOMOBILE,0,
8.1,0,37.539065,126.640880,5.39,1701484032000,NORMAL,AUTOMOBILE,0,
8.1,0,37.539067,126.640805,6.17,1701484033000,NORMAL,AUTOMOBILE,0,
8.1,0,37.539080,126.640730,6.37,1701484034000,NORMAL,AUTOMOBILE,0,
8.1,0,37.539080,126.640659,6.51,1701484035000,NORMAL,AUTOMOBILE,0,
12.4,0,37.539079,126.640590,6.99,1701484036000,NORMAL,AUTOMOBILE,0,
18.1,0,37.539064,126.640539,7.41,1701484037000,NORMAL,AUTOMOBILE,0,
8.1,0,37.538868,126.640509,7.69,1701484038000,NORMAL,AUTOMOBILE,0,
8.1,0,37.538794,126.640499,7.99,1701484039000,NORMAL,AUTOMOBILE,0,
8.1,0,37.538705,126.640502,9.01,1701484040000,NORMAL,AUTOMOBILE,0,
8.1,0,37.538616,126.640503,9.49,1701484041000,NORMAL,AUTOMOBILE,0,
8.1,0,37.538524,126.640505,10.00,1701484042000,NORMAL,AUTOMOBILE,0,
8.1,0,37.538429,126.640506,10.24,1701484043000,NORMAL,AUTOMOBILE,0,
8.1,0,37.538339,126.640507,10.11,1701484044000,NORMAL,AUTOMOBILE,0,
8.1,0,37.538249,126.640510,9.95,1701484045000,NORMAL,AUTOMOBILE,0,
8.1,0,37.538161,126.640510,9.81,1701484046000,NORMAL,AUTOMOBILE,0,
8.1,0,37.538076,126.640510,9.42,1701484047000,NORMAL,AUTOMOBILE,0,
8.1,0,37.537993,126.640509,9.03,1701484048000,NORMAL,AUTOMOBILE,0,
8.1,0,37.537917,126.640507,8.63,1701484049000,NORMAL,AUTOMOBILE,0,
8.1,0,37.537845,126.640511,8.33,1701484050000,NORMAL,AUTOMOBILE,0,
8.1,0,37.537775,126.640512,7.88,1701484051000,NORMAL,AUTOMOBILE,0,
8.1,0,37.537718,126.640515,6.90,1701484052000,NORMAL,AUTOMOBILE,0,
8.1,0,37.537672,126.640513,5.83,1701484053000,NORMAL,AUTOMOBILE,0,
8.1,0,37.537637,126.640511,4.61,1701484054000,NORMAL,AUTOMOBILE,0,
8.1,0,37.537610,126.640508,3.78,1701484055000,NORMAL,AUTOMOBILE,0,
8.1,0,37.537585,126.640504,3.22,1701484056000,NORMAL,AUTOMOBILE,0,
8.1,0,37.537567,126.640505,2.69,1701484057000,NORMAL,AUTOMOBILE,0,
