accuracy,id,lat,lng,speed,time,type,state,stepCount
8.2,0,37.541950,126.633955,14.33,4789717755126218752,START,AUTOMOBILE,236
8.2,0,37.541943,126.633624,14.71,4789717755134410752,NORMAL,AUTOMOBILE,236
8.2,0,37.541944,126.632420,12.20,4789717755167178752,NORMAL,AUTOMOBILE,4
8.2,0,37.541945,126.632324,10.09,4789717755171274752,NORMAL,AUTOMOBILE,4
8.1,0,37.542939,126.631969,12.81,4789717755224522752,NORMAL,AUTOMOBILE,4
8.1,0,37.543961,126.631987,12.51,4789717755261386752,NORMAL,AUTOMOBILE,4
8.1,0,37.544072,126.631974,12.34,4789717755265482752,NORMAL,AUTOMOBILE,4
6.5,0,37.548315,126.631947,18.06,4789717755433418752,NORMAL,AUTOMOBILE,21
8.2,0,37.549303,126.632032,18.29,4789717755457994752,NORMAL,AUTOMOBILE,21
8.2,0,37.549935,126.632177,17.60,4789717755474378752,NORMAL,AUTOMOBILE,21
8.2,0,37.550893,126.632530,18.56,4789717755498954752,NORMAL,AUTOMOBILE,21
8.2,0,37.551553,126.632923,19.89,4789717755515338752,NORMAL,AUTOMOBILE,21
8.1,0,37.552510,126.633578,20.57,4789717755539914752,NORMAL,AUTOMOBILE,21
8.1,0,37.553128,126.634068,20.13,4789717755556298752,NORMAL,AUTOMOBILE,21
8.1,0,37.553963,126.634668,17.17,4789717755580874752,NORMAL,AUTOMOBILE,21
8.1,0,37.554533,126.635049,18.83,4789717755597258752,NORMAL,AUTOMOBILE,21
8.1,0,37.555336,126.635628,16.24,4789717755621834752,NORMAL,AUTOMOBILE,21
8.1,0,37.556049,126.636099,18.91,4789717755642314752,NORMAL,AUTOMOBILE,5
8.1,0,37.556921,126.636726,14.14,4789717755670986752,NORMAL,AUTOMOBILE,5
8.1,0,37.557205,126.636931,11.50,4789717755683274752,NORMAL,AUTOMOBILE,3
6.5,0,37.557209,126.629352,16.79,4789717756154314752,NORMAL,AUTOMOBILE,29
6.5,0,37.556914,126.628116,14.78,4789717756182986752,NORMAL,AUTOMOBILE,29
8.2,0,37.556777,126.627623,15.35,4789717756195274752,NORMAL,AUTOMOBILE,29
8.2,0,37.556415,126.626484,15.97,4789717756223946752,NORMAL,AUTOMOBILE,29
8.2,0,37.556236,126.625962,17.20,4789717756236234752,NORMAL,AUTOMOBILE,29
8.2,0,37.555935,126.625001,18.64,4789717756256714752,NORMAL,AUTOMOBILE,29
8.1,0,37.555641,126.623769,19.88,4789717756281290752,NORMAL,AUTOMOBILE,12
8.1,0,37.555447,126.622629,16.74,4789717756305866752,NORMAL,AUTOMOBILE,12
8.1,0,37.555427,126.621856,16.78,4789717756322250752,NORMAL,AUTOMOBILE,4
8.1,0,37.555363,126.620675,17.84,4789717756346826752,NORMAL,AUTOMOBILE,4
8.1,0,37.555219,126.619915,16.96,4789717756363210752,NORMAL,AUTOMOBILE,2
8.1,0,37.554987,126.618902,15.24,4789717756387786752,NORMAL,AUTOMOBILE,2
8.1,0,37.554843,126.618300,13.06,4789717756404170752,NORMAL,AUTOMOBILE,2
8.1,0,37.554545,126.616994,11.47,4789717756445130752,NORMAL,AUTOMOBILE,9
8.0,0,37.554512,126.616871,11.62,4789717756449226752,NORMAL,AUTOMOBILE,9
8.1,0,37.554282,126.615840,16.69,4789717756473802752,NORMAL,AUTOMOBILE,9
8.1,0,37.554107,126.615077,17.88,4789717756490186752,NORMAL,AUTOMOBILE,9
8.1,0,37.553921,126.613939,16.48,4789717756514762752,NORMAL,AUTOMOBILE,9
8.1,0,37.554075,126.613232,16.40,4789717756531146752,NORMAL,AUTOMOBILE,9
7.6,0,37.554561,126.612203,17.79,4789717756555722752,NORMAL,AUTOMOBILE,9
8.1,0,37.554729,126.611449,16.86,4789717756572106752,NORMAL,AUTOMOBILE,9
