accuracy,id,lat,lng,speed,time,type,state,stepCount
22.6,0,37.540317,126.655603,16.95,4789740142129610752,START,AUTOMOBILE,0
22.6,0,37.540322,126.657132,17.18,4789740142162378752,NORMAL,AUTOMOBILE,0
22.6,0,37.540321,126.657563,18.53,4789740142170570752,NORMAL,AUTOMOBILE,0
24.3,0,37.540288,126.658828,17.99,4789740142195146752,NORMAL,AUTOMOBILE,0
24.3,0,37.540277,126.659522,15.29,4789740142211530752,NORMAL,AUTOMOBILE,0
24.3,0,37.540359,126.660882,14.48,4789740142244298752,NORMAL,AUTOMOBILE,0
24.3,0,37.540347,126.661155,12.21,4789740142252490752,NORMAL,AUTOMOBILE,0
17.3,0,37.540362,126.662926,0.00,4789740142596554752,STOP,AUTOMOBILE,0
6.5,0,37.556022,126.664268,13.10,4789740144087498752,NORMAL,AUTOMOBILE,0
8.2,0,37.556986,126.664336,13.56,4789740144120266752,NORMAL,AUTOMOBILE,0
8.2,0,37.557225,126.664354,13.33,4789740144128458752,NORMAL,AUTOMOBILE,0
8.2,0,37.558030,126.664396,12.66,4789740144157130752,NORMAL,AUTOMOBILE,0
8.2,0,37.558393,126.664396,13.91,4789740144169418752,NORMAL,AUTOMOBILE,0
8.1,0,37.559315,126.664362,15.14,4789740144198090752,NORMAL,AUTOMOBILE,0
8.2,0,37.559763,126.664333,16.46,4789740144210378752,NORMAL,AUTOMOBILE,0
8.2,0,37.560818,126.664316,15.76,4789740144239050752,NORMAL,AUTOMOBILE,0
8.2,0,37.561217,126.664308,14.44,4789740144255434752,NORMAL,AUTOMOBILE,0
8.2,0,37.562032,126.664539,13.25,4789740144280010752,NORMAL,AUTOMOBILE,0
8.2,0,37.562435,126.664809,12.89,4789740144296394752,NORMAL,AUTOMOBILE,0
8.2,0,37.563332,126.665101,15.76,4789740144325066752,NORMAL,AUTOMOBILE,0
8.2,0,37.563744,126.664968,15.81,4789740144337354752,NORMAL,AUTOMOBILE,0
8.2,0,37.564675,126.664529,15.90,4789740144366026752,NORMAL,AUTOMOBILE,0
8.2,0,37.565089,126.664433,15.06,4789740144378314752,NORMAL,AUTOMOBILE,0
8.2,0,37.566008,126.664446,9.71,4789740144411082752,NORMAL,AUTOMOBILE,0
8.2,0,37.566197,126.664449,10.68,4789740144419274752,NORMAL,AUTOMOBILE,0
8.1,0,37.567129,126.664501,9.50,4789740144460234752,NORMAL,AUTOMOBILE,0
8.2,0,37.567212,126.664497,9.09,4789740144464330752,NORMAL,AUTOMOBILE,0
8.2,0,37.568167,126.664595,10.73,4789740144509386752,NORMAL,AUTOMOBILE,0
13.9,0,37.569071,126.665333,10.04,4789740144558538752,NORMAL,AUTOMOBILE,0
8.1,0,37.569119,126.666412,11.40,4789740144587210752,NORMAL,AUTOMOBILE,0
8.2,0,37.569142,126.666791,11.06,4789740144599498752,NORMAL,AUTOMOBILE,0
8.2,0,37.569199,126.667928,11.13,4789740144636362752,NORMAL,AUTOMOBILE,0
8.2,0,37.569204,126.668053,11.15,4789740144640458752,NORMAL,AUTOMOBILE,0
8.1,0,37.569266,126.669354,14.95,4789740144677322752,NORMAL,AUTOMOBILE,0
8.1,0,37.569285,126.669532,15.53,4789740144681418752,NORMAL,AUTOMOBILE,0
8.2,0,37.569464,126.670529,18.72,4789740144701898752,NORMAL,AUTOMOBILE,0
8.2,0,37.569685,126.671825,19.26,4789740144726474752,NORMAL,AUTOMOBILE,0
8.2,0,37.569751,126.673031,17.75,4789740144751050752,NORMAL,AUTOMOBILE,0
8.1,0,37.569753,126.673900,20.16,4789740144767434752,NORMAL,AUTOMOBILE,0
8.1,0,37.569699,126.675415,23.48,4789740144792010752,NORMAL,AUTOMOBILE,0
8.1,0,37.569652,126.676524,24.64,4789740144808394752,NORMAL,AUTOMOBILE,0
8.2,0,37.569642,126.676805,24.90,4789740144812490752,NORMAL,AUTOMOBILE,0
8.2,0,37.569601,126.677957,25.75,4789740144828874752,NORMAL,AUTOMOBILE,0
8.2,0,37.569579,126.679134,26.20,4789740144845258752,NORMAL,AUTOMOBILE,0
8.1,0,37.569577,126.679745,27.27,4789740144853450752,NORMAL,AUTOMOBILE,0
8.1,0,37.569613,126.681045,29.39,4789740144869834752,NORMAL,AUTOMOBILE,0
8.1,0,37.569658,126.682372,29.19,4789740144886218752,NORMAL,AUTOMOBILE,0
8.1,0,37.569686,126.683020,28.51,4789740144894410752,NORMAL,AUTOMOBILE,0
8.1,0,37.569739,126.684275,27.54,4789740144910794752,NORMAL,AUTOMOBILE,0
8.1,0,37.569786,126.685525,27.64,4789740144927178752,NORMAL,AUTOMOBILE,0
8.1,0,37.569823,126.686479,28.53,4789740144939466752,NORMAL,AUTOMOBILE,0
8.1,0,37.569871,126.687807,29.84,4789740144955850752,NORMAL,AUTOMOBILE,0
8.1,0,37.569946,126.689144,29.74,4789740144972234752,NORMAL,AUTOMOBILE,0
8.1,0,37.569981,126.689804,29.01,4789740144980426752,NORMAL,AUTOMOBILE,0
8.1,0,37.570032,126.691064,27.86,4789740144996810752,NORMAL,AUTOMOBILE,0
8.1,0,37.570084,126.692328,28.06,4789740145013194752,NORMAL,AUTOMOBILE,0
8.1,0,37.570107,126.692962,28.15,4789740145021386752,NORMAL,AUTOMOBILE,0
8.1,0,37.570157,126.694238,28.26,4789740145037770752,NORMAL,AUTOMOBILE,0
8.1,0,37.570209,126.695520,28.41,4789740145054154752,NORMAL,AUTOMOBILE,0
8.1,0,37.570235,126.696165,28.49,4789740145062346752,NORMAL,AUTOMOBILE,0
8.1,0,37.570285,126.697414,26.55,4789740145078730752,NORMAL,AUTOMOBILE,0
8.1,0,37.570339,126.698758,22.32,4789740145099210752,NORMAL,AUTOMOBILE,0
8.1,0,37.570349,126.699005,21.75,4789740145103306752,NORMAL,AUTOMOBILE,0
8.1,0,37.570397,126.700177,20.39,4789740145123786752,NORMAL,AUTOMOBILE,0
8.1,0,37.570453,126.701550,20.63,4789740145148362752,NORMAL,AUTOMOBILE,0
8.1,0,37.570516,126.703019,21.53,4789740145172938752,NORMAL,AUTOMOBILE,0
8.2,0,37.570557,126.703939,20.20,4789740145189322752,NORMAL,AUTOMOBILE,0
8.2,0,37.570610,126.705319,20.62,4789740145213898752,NORMAL,AUTOMOBILE,0
8.1,0,37.570652,126.706289,21.77,4789740145230282752,NORMAL,STATION,0
8.1,0,37.570696,126.707302,22.76,4789740145246666752,NORMAL,AUTOMOBILE,0
8.1,0,37.570748,126.708349,23.27,4789740145263050752,NORMAL,AUTOMOBILE,0
8.1,0,37.570776,126.708880,23.48,4789740145271242752,NORMAL,AUTOMOBILE,0
8.1,0,37.570827,126.709940,23.60,4789740145287626752,NORMAL,AUTOMOBILE,0
8.1,0,37.570879,126.710961,21.88,4789740145304010752,NORMAL,AUTOMOBILE,0
8.1,0,37.570903,126.711440,21.00,4789740145316298752,NORMAL,AUTOMOBILE,0
8.1,0,37.570974,126.712793,19.25,4789740145336778752,NORMAL,AUTOMOBILE,0
8.1,0,37.571040,126.714129,21.00,4789740145361354752,NORMAL,AUTOMOBILE,0
8.1,0,37.571115,126.715630,22.50,4789740145385930752,NORMAL,AUTOMOBILE,0
8.1,0,37.571171,126.716674,23.66,4789740145402314752,NORMAL,AUTOMOBILE,0
8.1,0,37.571184,126.716949,24.32,4789740145406410752,NORMAL,AUTOMOBILE,0
8.1,0,37.571245,126.718105,25.47,4789740145422794752,NORMAL,AUTOMOBILE,0
8.1,0,37.571307,126.719222,24.84,4789740145439178752,NORMAL,AUTOMOBILE,0
8.1,0,37.571336,126.719793,25.42,4789740145447370752,NORMAL,AUTOMOBILE,0
8.1,0,37.571394,126.720955,25.86,4789740145463754752,NORMAL,AUTOMOBILE,0
8.1,0,37.571456,126.722126,26.00,4789740145480138752,NORMAL,AUTOMOBILE,0
8.1,0,37.571485,126.722714,26.02,4789740145488330752,NORMAL,STATION,0
8.1,0,37.571559,126.724135,24.63,4789740145508810752,NORMAL,AUTOMOBILE,0
8.1,0,37.571620,126.725222,23.49,4789740145525194752,NORMAL,AUTOMOBILE,0
8.1,0,37.571634,126.725479,22.91,4789740145533386752,NORMAL,AUTOMOBILE,0
8.1,0,37.571707,126.726731,21.79,4789740145549770752,NORMAL,AUTOMOBILE,0
8.1,0,37.571805,126.728185,22.67,4789740145574346752,NORMAL,AUTOMOBILE,0
8.1,0,37.571872,126.729234,24.18,4789740145590730752,NORMAL,AUTOMOBILE,0
8.1,0,37.571927,126.730371,25.24,4789740145607114752,NORMAL,AUTOMOBILE,0
8.1,0,37.571957,126.730942,25.26,4789740145615306752,NORMAL,AUTOMOBILE,0
8.1,0,37.572015,126.732086,25.50,4789740145631690752,NORMAL,AUTOMOBILE,0
8.1,0,37.572077,126.733264,26.35,4789740145648074752,NORMAL,AUTOMOBILE,0
8.1,0,37.572108,126.733866,26.78,4789740145656266752,NORMAL,AUTOMOBILE,0
8.1,0,37.572175,126.735116,29.00,4789740145672650752,NORMAL,AUTOMOBILE,0
8.1,0,37.572231,126.736436,29.28,4789740145689034752,NORMAL,AUTOMOBILE,0
8.1,0,37.572246,126.737120,30.47,4789740145697226752,NORMAL,AUTOMOBILE,0
8.1,0,37.572249,126.738168,30.70,4789740145709514752,NORMAL,AUTOMOBILE,0
8.1,0,37.572225,126.739215,30.89,4789740145721802752,NORMAL,AUTOMOBILE,0
8.1,0,37.572174,126.740281,31.28,4789740145734090752,NORMAL,AUTOMOBILE,0
