accuracy,id,lat,lng,speed,time,type,state,stepCount
24.4,0,37.538446,126.649897,4.42,1693035049000,START,AUTOMOBILE,187
70.6,0,37.536682,126.650084,0.00,1693035102000,STOP,STATION,187
10.0,0,37.536871,126.649657,2.23,1693035125000,NORMAL,AUTOMOBILE,187
9.9,0,37.536836,126.649656,3.36,1693035126000,NORMAL,AUTOMOBILE,187
9.8,0,37.536805,126.649656,3.36,1693035127000,NORMAL,AUTOMOBILE,187
9.8,0,37.536769,126.649655,3.63,1693035128000,NORMAL,STATION,187
9.7,0,37.536731,126.649656,3.92,1693035129000,NORMAL,AUTOMOBILE,187
9.7,0,37.536684,126.649655,4.92,1693035130000,NORMAL,AUTOMOBILE,187
9.7,0,37.536644,126.649662,5.67,1693035131000,NORMAL,AUTOMOBILE,187
9.8,0,37.536591,126.649655,5.67,1693035132000,NORMAL,AUTOMOBILE,187
9.8,0,37.536531,126.649651,6.07,1693035133000,NORMAL,AUTOMOBILE,187
9.8,0,37.536468,126.649644,6.37,1693035134000,NORMAL,AUTOMOBILE,187
9.8,0,37.536396,126.649638,7.42,1693035135000,NORMAL,AUTOMOBILE,187
9.9,0,37.536326,126.649637,7.79,1693035136000,NORMAL,AUTOMOBILE,187
8.2,0,37.536424,126.649627,7.75,1693035137000,NORMAL,AUTOMOBILE,187
8.2,0,37.536326,126.649619,8.28,1693035138000,NORMAL,AUTOMOBILE,187
8.2,0,37.536221,126.649620,8.68,1693035139000,NORMAL,AUTOMOBILE,187
8.2,0,37.536128,126.649623,8.62,1693035140000,NORMAL,AUTOMOBILE,187
8.2,0,37.536043,126.649618,8.80,1693035141000,NORMAL,AUTOMOBILE,187
8.2,0,37.535957,126.649615,8.69,1693035142000,NORMAL,AUTOMOBILE,187
8.2,0,37.535878,126.649616,8.35,1693035143000,NORMAL,AUTOMOBILE,187
8.2,0,37.535798,126.649609,8.29,1693035144000,NORMAL,AUTOMOBILE,187
8.2,0,37.535719,126.649607,8.02,1693035145000,NORMAL,AUTOMOBILE,187
8.2,0,37.535637,126.649608,8.21,1693035146000,NORMAL,AUTOMOBILE,187
8.2,0,37.535552,126.649594,8.35,1693035147000,NORMAL,AUTOMOBILE,187
8.2,0,37.535463,126.649589,8.35,1693035148000,NORMAL,AUTOMOBILE,187
8.2,0,37.535391,126.649586,8.05,1693035149000,NORMAL,AUTOMOBILE,187
8.2,0,37.535299,126.649575,8.33,1693035150000,NORMAL,AUTOMOBILE,187
8.2,0,37.535219,126.649572,8.47,1693035151000,NORMAL,AUTOMOBILE,187
8.2,0,37.535135,126.649570,8.59,1693035152000,NORMAL,AUTOMOBILE,187
8.2,0,37.535055,126.649565,8.70,1693035153000,NORMAL,AUTOMOBILE,187
8.2,0,37.534970,126.649569,8.99,1693035154000,NORMAL,AUTOMOBILE,187
8.2,0,37.534894,126.649568,8.59,1693035155000,NORMAL,AUTOMOBILE,187
8.2,0,37.534808,126.649581,8.97,1693035156000,NORMAL,AUTOMOBILE,187
8.4,0,37.534717,126.649575,9.32,1693035157000,NORMAL,AUTOMOBILE,187
8.7,0,37.534624,126.649564,9.40,1693035158000,NORMAL,AUTOMOBILE,187
8.3,0,37.534541,126.649557,9.17,1693035159000,NORMAL,AUTOMOBILE,187
8.5,0,37.534447,126.649553,9.54,1693035160000,NORMAL,AUTOMOBILE,187
8.2,0,37.534352,126.649557,9.90,1693035161000,NORMAL,AUTOMOBILE,187
8.4,0,37.534262,126.649550,9.61,1693035162000,NORMAL,AUTOMOBILE,187
8.5,0,37.534195,126.649537,9.04,1693035163000,NORMAL,AUTOMOBILE,187
8.6,0,37.534100,126.649528,9.66,1693035164000,NORMAL,AUTOMOBILE,187
8.6,0,37.534003,126.649532,10.20,1693035165000,NORMAL,AUTOMOBILE,187
8.5,0,37.533900,126.649527,10.46,1693035166000,NORMAL,AUTOMOBILE,187
8.9,0,37.533804,126.649522,10.61,1693035167000,NORMAL,AUTOMOBILE,187
9.5,0,37.533708,126.649522,10.67,1693035168000,NORMAL,AUTOMOBILE,187
9.6,0,37.533599,126.649528,10.82,1693035169000,NORMAL,AUTOMOBILE,187
9.9,0,37.533497,126.649536,10.95,1693035170000,NORMAL,AUTOMOBILE,187
10.3,0,37.533380,126.649544,11.17,1693035171000,NORMAL,AUTOMOBILE,187
9.0,0,37.533258,126.649555,11.04,1693035172000,NORMAL,AUTOMOBILE,187
8.5,0,37.533152,126.649566,10.53,1693035173000,NORMAL,AUTOMOBILE,187
8.2,0,37.533065,126.649552,9.94,1693035174000,NORMAL,AUTOMOBILE,187
8.2,0,37.532973,126.649558,9.61,1693035175000,NORMAL,AUTOMOBILE,187
8.2,0,37.532885,126.649556,9.64,1693035176000,NORMAL,AUTOMOBILE,187
8.2,0,37.532806,126.649549,9.33,1693035177000,NORMAL,STATION,187
8.2,0,37.532736,126.649540,8.24,1693035178000,NORMAL,AUTOMOBILE,187
8.2,0,37.532692,126.649532,6.45,1693035179000,NORMAL,AUTOMOBILE,187
8.2,0,37.532655,126.649524,4.95,1693035180000,NORMAL,AUTOMOBILE,187
8.2,0,37.532636,126.649521,3.61,1693035181000,NORMAL,AUTOMOBILE,187
8.2,0,37.532616,126.649521,2.95,1693035182000,NORMAL,AUTOMOBILE,187
8.2,0,37.532593,126.649509,2.80,1693035183000,NORMAL,AUTOMOBILE,187
8.2,0,37.532578,126.649502,2.57,1693035184000,NORMAL,AUTOMOBILE,187
8.2,0,37.532556,126.649493,2.55,1693035185000,NORMAL,AUTOMOBILE,187
8.2,0,37.532538,126.649487,2.25,1693035186000,NORMAL,AUTOMOBILE,187
8.2,0,37.532529,126.649473,1.56,1693035187000,NORMAL,AUTOMOBILE,187
8.2,0,37.532524,126.649462,0.76,1693035188000,STOP,AUTOMOBILE,187
8.2,0,37.532420,126.649416,1.26,1693035226000,NORMAL,AUTOMOBILE,187
8.2,0,37.532409,126.649416,0.98,1693035227000,STOP,AUTOMOBILE,187
8.2,0,37.532351,126.649422,1.36,1693035243000,NORMAL,AUTOMOBILE,187
8.2,0,37.532334,126.649419,1.85,1693035244000,NORMAL,AUTOMOBILE,187
8.2,0,37.532316,126.649419,2.01,1693035245000,NORMAL,AUTOMOBILE,187
8.2,0,37.532291,126.649413,2.05,1693035246000,NORMAL,AUTOMOBILE,187
8.2,0,37.532274,126.649414,2.14,1693035247000,NORMAL,AUTOMOBILE,187
8.2,0,37.532240,126.649413,2.88,1693035248000,NORMAL,AUTOMOBILE,187
8.2,0,37.532207,126.649412,3.34,1693035249000,NORMAL,AUTOMOBILE,187
8.2,0,37.532174,126.649407,3.55,1693035250000,NORMAL,AUTOMOBILE,187
8.2,0,37.532129,126.649402,4.26,1693035251000,NORMAL,AUTOMOBILE,187
8.2,0,37.532081,126.649387,4.77,1693035252000,NORMAL,AUTOMOBILE,187
8.1,0,37.532032,126.649382,5.11,1693035253000,NORMAL,AUTOMOBILE,187
8.1,0,37.531981,126.649388,5.28,1693035254000,NORMAL,AUTOMOBILE,187
8.1,0,37.531921,126.649383,5.84,1693035255000,NORMAL,AUTOMOBILE,187
8.1,0,37.531866,126.649392,5.78,1693035256000,NORMAL,AUTOMOBILE,187
8.1,0,37.531810,126.649400,5.66,1693035257000,NORMAL,AUTOMOBILE,187
8.1,0,37.531763,126.649390,5.22,1693035258000,NORMAL,AUTOMOBILE,187
8.1,0,37.531720,126.649385,4.77,1693035259000,NORMAL,AUTOMOBILE,187
8.1,0,37.531695,126.649374,3.60,1693035260000,NORMAL,AUTOMOBILE,187
8.1,0,37.531665,126.649384,2.88,1693035261000,NORMAL,AUTOMOBILE,187
8.1,0,37.531646,126.649394,2.28,1693035262000,NORMAL,AUTOMOBILE,187
8.1,0,37.531626,126.649400,1.86,1693035263000,NORMAL,AUTOMOBILE,187
8.1,0,37.531621,126.649406,1.11,1693035264000,NORMAL,AUTOMOBILE,187
8.1,0,37.531623,126.649413,0.39,1693035265000,STOP,AUTOMOBILE,187
8.2,0,37.531631,126.649463,1.28,1693035288000,NORMAL,AUTOMOBILE,187
8.2,0,37.531608,126.649464,2.55,1693035289000,NORMAL,AUTOMOBILE,187
8.2,0,37.531578,126.649462,3.06,1693035290000,NORMAL,AUTOMOBILE,187
8.2,0,37.531554,126.649460,3.11,1693035291000,NORMAL,AUTOMOBILE,187
8.2,0,37.531525,126.649457,3.15,1693035292000,NORMAL,AUTOMOBILE,187
8.2,0,37.531494,126.649455,3.58,1693035293000,NORMAL,AUTOMOBILE,187
8.2,0,37.531468,126.649456,3.26,1693035294000,NORMAL,AUTOMOBILE,187
8.2,0,37.531449,126.649454,2.69,1693035295000,NORMAL,AUTOMOBILE,187
8.2,0,37.531425,126.649463,2.26,1693035296000,NORMAL,AUTOMOBILE,187
8.2,0,37.531416,126.649462,1.79,1693035297000,NORMAL,AUTOMOBILE,187
8.2,0,37.531411,126.649462,1.34,1693035298000,NORMAL,STATION,187
8.2,0,37.531409,126.649466,0.80,1693035299000,STOP,STATION,187
8.1,0,37.531355,126.649519,2.58,1693035383000,NORMAL,AUTOMOBILE,187
8.1,0,37.531310,126.649517,4.21,1693035384000,NORMAL,AUTOMOBILE,187
8.1,0,37.531270,126.649513,4.40,1693035385000,NORMAL,AUTOMOBILE,187
8.1,0,37.531224,126.649512,4.96,1693035386000,NORMAL,AUTOMOBILE,187
8.1,0,37.531173,126.649509,5.45,1693035387000,NORMAL,AUTOMOBILE,187
8.1,0,37.531132,126.649502,4.85,1693035388000,NORMAL,AUTOMOBILE,187
8.1,0,37.531088,126.649497,4.76,1693035389000,NORMAL,AUTOMOBILE,187
8.1,0,37.531053,126.649491,4.41,1693035390000,NORMAL,AUTOMOBILE,187
8.1,0,37.531018,126.649484,4.12,1693035391000,NORMAL,AUTOMOBILE,187
8.1,0,37.530981,126.649480,4.24,1693035392000,NORMAL,STATION,187
8.1,0,37.530938,126.649476,4.84,1693035393000,NORMAL,AUTOMOBILE,187
8.1,0,37.530896,126.649473,5.05,1693035394000,NORMAL,AUTOMOBILE,187
8.1,0,37.530841,126.649462,5.78,1693035395000,NORMAL,AUTOMOBILE,187
8.1,0,37.530785,126.649455,6.27,1693035396000,NORMAL,AUTOMOBILE,187
8.1,0,37.530721,126.649460,6.70,1693035397000,NORMAL,AUTOMOBILE,187
8.1,0,37.530671,126.649453,5.84,1693035398000,NORMAL,AUTOMOBILE,187
8.1,0,37.530633,126.649446,4.54,1693035399000,NORMAL,AUTOMOBILE,187
