accuracy,id,lat,lng,speed,time,type,state,stepCount,beaconData
8.2,0,37.530827,126.640685,9.98,1697866477000,NORMAL,STATION,0,
8.2,0,37.530937,126.640692,10.85,1697866478000,NORMAL,STATION,0,
8.1,0,37.531051,126.640687,11.34,1697866479000,NORMAL,STATION,0,
8.1,0,37.531152,126.640690,11.17,1697866480000,NORMAL,STATION,0,
8.1,0,37.531246,126.640688,10.73,1697866481000,NORMAL,STATION,0,
8.1,0,37.531343,126.640678,10.76,1697866482000,NORMAL,STATION,0,
8.1,0,37.531421,126.640680,9.81,1697866483000,NORMAL,STATION,0,
8.1,0,37.531506,126.640683,9.63,1697866484000,NORMAL,STATION,0,
8.1,0,37.531587,126.640687,9.24,1697866485000,NORMAL,STATION,0,
8.1,0,37.531667,126.640685,9.04,1697866486000,NORMAL,STATION,0,
8.1,0,37.531749,126.640683,9.00,1697866487000,NORMAL,STATION,0,
8.1,0,37.531834,126.640679,8.75,1697866488000,NORMAL,AUTOMOBILE,0,
8.1,0,37.531907,126.640682,8.24,1697866489000,NORMAL,AUTOMOBILE,0,
8.1,0,37.531979,126.640684,8.15,1697866490000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532053,126.640690,8.06,1697866491000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532108,126.640679,7.16,1697866492000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532160,126.640670,6.16,1697866493000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532212,126.640677,5.64,1697866494000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532244,126.640690,4.30,1697866495000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532267,126.640723,3.64,1697866496000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532284,126.640714,3.93,1697866497000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532262,126.640835,4.77,1697866498000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532275,126.640901,5.04,1697866499000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532274,126.640946,4.15,1697866500000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532276,126.640987,3.79,1697866501000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532278,126.641034,4.18,1697866502000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532279,126.641073,3.80,1697866503000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532278,126.641119,4.02,1697866504000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532263,126.641162,3.75,1697866505000,NORMAL,AUTOMOBILE,0,
8.0,0,37.532277,126.641197,3.14,1697866506000,NORMAL,AUTOMOBILE,0,
8.0,0,37.532277,126.641223,2.53,1697866507000,NORMAL,AUTOMOBILE,0,
7.9,0,37.532276,126.641248,2.14,1697866508000,NORMAL,AUTOMOBILE,0,
8.0,0,37.532278,126.641342,3.23,1697866509000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532277,126.641407,3.67,1697866510000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532280,126.641449,3.64,1697866511000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532279,126.641483,3.43,1697866512000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532276,126.641530,3.35,1697866513000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532265,126.641566,3.13,1697866514000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532260,126.641578,3.15,1697866515000,NORMAL,AUTOMOBILE,0,
11.2,0,37.532256,126.641590,4.07,1697866516000,NORMAL,AUTOMOBILE,0,
15.4,0,37.532252,126.641590,4.19,1697866517000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532114,126.641594,3.89,1697866518000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532082,126.641601,3.58,1697866519000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532056,126.641605,2.95,1697866520000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532037,126.641607,2.43,1697866521000,NORMAL,AUTOMOBILE,0,
8.1,0,37.532011,126.641613,2.79,1697866522000,NORMAL,AUTOMOBILE,0,
8.1,0,37.531988,126.641619,2.55,1697866523000,NORMAL,AUTOMOBILE,0,
8.1,0,37.531968,126.641617,2.18,1697866524000,NORMAL,AUTOMOBILE,0,
8.1,0,37.531948,126.641616,2.20,1697866525000,NORMAL,AUTOMOBILE,0,
8.1,0,37.531929,126.641607,2.14,1697866526000,NORMAL,AUTOMOBILE,0,
8.1,0,37.531914,126.641597,2.11,1697866527000,NORMAL,AUTOMOBILE,0,
8.1,0,37.531898,126.641581,2.22,1697866528000,NORMAL,AUTOMOBILE,0,
8.1,0,37.531885,126.641563,2.12,1697866529000,NORMAL,AUTOMOBILE,0,
8.0,0,37.531875,126.641542,2.23,1697866530000,NORMAL,AUTOMOBILE,0,
8.0,0,37.531863,126.641517,2.12,1697866531000,NORMAL,AUTOMOBILE,0,
7.9,0,37.531853,126.641492,2.22,1697866532000,NORMAL,AUTOMOBILE,0,
7.8,0,37.531848,126.641467,2.39,1697866533000,NORMAL,AUTOMOBILE,0,
7.6,0,37.531849,126.641451,1.93,1697866534000,NORMAL,AUTOMOBILE,0,
7.3,0,37.531851,126.641431,1.91,1697866535000,NORMAL,AUTOMOBILE,0,
7.2,0,37.531852,126.641427,1.48,1697866536000,NORMAL,AUTOMOBILE,0,
8.2,0,37.531861,126.641429,1.28,1697866537000,NORMAL,AUTOMOBILE,0,
9.3,0,37.531879,126.641437,1.09,1697866538000,NORMAL,AUTOMOBILE,0,
10.5,0,37.531898,126.641444,1.23,1697866539000,NORMAL,AUTOMOBILE,0,
11.8,0,37.531915,126.641460,0.00,1697866540000,STOP,STATION,0,
11.8,0,37.531915,126.641460,0.00,1697869567447,END,,0,
