accuracy,id,lat,lng,speed,time,type,state,stepCount
8.2,0,37.373963,126.635892,14.41,4789717432299978752,START,AUTOMOBILE,6
8.2,0,37.374561,126.636447,13.85,4789717432324554752,NORMAL,AUTOMOBILE,6
8.1,0,37.375409,126.637229,13.79,4789717432357322752,NORMAL,AUTOMOBILE,6
8.1,0,37.375607,126.637421,14.01,4789717432365514752,NORMAL,AUTOMOBILE,6
8.1,0,37.376505,126.638196,16.04,4789717432398282752,NORMAL,AUTOMOBILE,6
8.1,0,37.376758,126.638367,15.60,4789717432406474752,NORMAL,AUTOMOBILE,6
8.1,0,37.377667,126.639012,14.56,4789717432439242752,NORMAL,AUTOMOBILE,6
8.1,0,37.377903,126.639182,15.06,4789717432447434752,NORMAL,AUTOMOBILE,6
8.1,0,37.378649,126.639713,16.00,4789717432472010752,NORMAL,AUTOMOBILE,6
8.1,0,37.379068,126.640003,10.28,4789717432492490752,NORMAL,AUTOMOBILE,6
30.0,0,37.382333,126.638190,16.00,4789717432672714752,NORMAL,AUTOMOBILE,11
6.5,0,37.383116,126.637491,12.05,4789717432705482752,NORMAL,AUTOMOBILE,11
6.5,0,37.383275,126.637372,10.73,4789717432713674752,NORMAL,AUTOMOBILE,11
8.2,0,37.384097,126.637671,13.99,4789717432758730752,NORMAL,AUTOMOBILE,11
8.2,0,37.384702,126.638331,15.00,4789717432783306752,NORMAL,AUTOMOBILE,11
11.9,0,37.385041,126.638707,13.17,4789717432799690752,NORMAL,AUTOMOBILE,11
42.5,0,37.392070,126.636102,0.00,4789717433303498752,STOP,AUTOMOBILE,11
6.5,0,37.392860,126.635250,15.47,4789717433340362752,NORMAL,AUTOMOBILE,9
6.5,0,37.392977,126.635163,15.19,4789717433344458752,NORMAL,AUTOMOBILE,9
8.2,0,37.393734,126.634612,13.67,4789717433373130752,NORMAL,AUTOMOBILE,9
8.2,0,37.394045,126.634424,12.99,4789717433385418752,NORMAL,AUTOMOBILE,9
8.2,0,37.394987,126.633854,15.20,4789717433418186752,NORMAL,AUTOMOBILE,9
8.2,0,37.395239,126.633699,15.46,4789717433426378752,NORMAL,AUTOMOBILE,9
277.0,0,37.394988,126.633221,0.00,4789717433807306752,STOP,AUTOMOBILE,9
6.5,0,37.396688,126.632853,12.21,4789717433844170752,NORMAL,AUTOMOBILE,9
6.5,0,37.396798,126.632777,13.18,4789717433848266752,NORMAL,AUTOMOBILE,12
8.2,0,37.397660,126.632191,16.60,4789717433876938752,NORMAL,AUTOMOBILE,12
8.2,0,37.398101,126.631920,17.91,4789717433893322752,NORMAL,AUTOMOBILE,12
8.2,0,37.398828,126.631474,17.76,4789717433909706752,NORMAL,AUTOMOBILE,12
8.2,0,37.399670,126.630938,17.27,4789717433934282752,NORMAL,AUTOMOBILE,12
8.2,0,37.399815,126.630842,17.61,4789717433938378752,NORMAL,AUTOMOBILE,12
8.1,0,37.400774,126.630219,16.63,4789717433967050752,NORMAL,AUTOMOBILE,12
8.1,0,37.401124,126.629946,15.58,4789717433979338752,NORMAL,AUTOMOBILE,12
37.5,0,37.404529,126.627745,0.00,4789717434151370752,STOP,AUTOMOBILE,12
8.2,0,37.410164,126.625118,14.98,4789717434487242752,NORMAL,AUTOMOBILE,12
8.2,0,37.410402,126.625136,13.54,4789717434495434752,NORMAL,AUTOMOBILE,12
8.2,0,37.411217,126.625213,12.09,4789717434524106752,NORMAL,AUTOMOBILE,12
8.2,0,37.411548,126.625192,12.14,4789717434536394752,NORMAL,AUTOMOBILE,12
8.1,0,37.412450,126.624819,14.07,4789717434569162752,NORMAL,AUTOMOBILE,12
8.1,0,37.412792,126.624607,13.68,4789717434581450752,NORMAL,AUTOMOBILE,12
8.1,0,37.413637,126.624122,15.27,4789717434610122752,NORMAL,AUTOMOBILE,12
8.1,0,37.413976,126.623947,13.17,4789717434622410752,NORMAL,AUTOMOBILE,12
10.4,0,37.415303,126.623598,9.08,4789717434864074752,NORMAL,AUTOMOBILE,12
11.7,0,37.416734,126.623403,12.11,4789717435007434752,NORMAL,AUTOMOBILE,12
8.2,0,37.417674,126.623404,12.60,4789717435040202752,NORMAL,AUTOMOBILE,12
8.2,0,37.417883,126.623404,11.38,4789717435048394752,NORMAL,AUTOMOBILE,12
8.2,0,37.418774,126.623414,12.55,4789717435081162752,NORMAL,AUTOMOBILE,12
8.2,0,37.419085,126.623410,16.37,4789717435089354752,NORMAL,AUTOMOBILE,12
8.1,0,37.419981,126.623412,15.82,4789717435113930752,NORMAL,AUTOMOBILE,12
8.1,0,37.420589,126.623399,17.40,4789717435130314752,NORMAL,AUTOMOBILE,12
8.1,0,37.421646,126.623398,21.38,4789717435154890752,NORMAL,AUTOMOBILE,12
8.1,0,37.422335,126.623387,17.07,4789717435175370752,NORMAL,AUTOMOBILE,12
8.1,0,37.423464,126.623364,20.86,4789717435195850752,NORMAL,AUTOMOBILE,12
8.1,0,37.424545,126.623338,18.37,4789717435220426752,NORMAL,AUTOMOBILE,12
8.1,0,37.425584,126.623347,18.79,4789717435245002752,NORMAL,AUTOMOBILE,12
8.1,0,37.426253,126.623343,18.57,4789717435261386752,NORMAL,AUTOMOBILE,12
8.1,0,37.427237,126.623346,18.39,4789717435285962752,NORMAL,AUTOMOBILE,12
8.1,0,37.427888,126.623375,18.33,4789717435302346752,NORMAL,AUTOMOBILE,12
8.1,0,37.428875,126.623362,18.17,4789717435326922752,NORMAL,AUTOMOBILE,12
8.1,0,37.429474,126.623352,16.65,4789717435343306752,NORMAL,AUTOMOBILE,12
8.1,0,37.430326,126.623351,16.07,4789717435367882752,NORMAL,AUTOMOBILE,12
8.1,0,37.430915,126.623347,16.58,4789717435388362752,NORMAL,AUTOMOBILE,12
8.1,0,37.431810,126.623343,16.29,4789717435408842752,NORMAL,AUTOMOBILE,12
8.1,0,37.432616,126.623497,10.86,4789717435437514752,NORMAL,AUTOMOBILE,12
8.1,0,37.433640,126.624066,18.21,4789717435474378752,NORMAL,AUTOMOBILE,12
8.1,0,37.433795,126.624160,18.70,4789717435478474752,NORMAL,AUTOMOBILE,12
8.1,0,37.434671,126.624322,9.39,4789717435519434752,NORMAL,AUTOMOBILE,12
8.1,0,37.434719,126.624207,10.61,4789717435523530752,NORMAL,AUTOMOBILE,12
8.1,0,37.435170,126.623124,12.79,4789717435560394752,NORMAL,AUTOMOBILE,12
8.1,0,37.435229,126.622987,13.46,4789717435564490752,NORMAL,AUTOMOBILE,12
