accuracy,id,lat,lng,speed,time,type,state,stepCount
8.2,0,37.536177,126.646859,16.48,4789742530957770752,START,AUTOMOBILE,94
8.2,0,37.536180,126.646488,16.49,4789742530965962752,NORMAL,AUTOMOBILE,94
8.1,0,37.536186,126.645439,15.36,4789742530990538752,NORMAL,AUTOMOBILE,94
8.2,0,37.536189,126.644853,12.60,4789742531006922752,NORMAL,AUTOMOBILE,94
8.1,0,37.536182,126.643502,11.99,4789742531047882752,NORMAL,AUTOMOBILE,94
8.1,0,37.536183,126.643374,11.55,4789742531051978752,NORMAL,AUTOMOBILE,94
8.1,0,37.536183,126.642083,8.13,4789742531101130752,NORMAL,AUTOMOBILE,94
8.1,0,37.536213,126.641041,5.11,4789742531142090752,NORMAL,AUTOMOBILE,94
8.1,0,37.536210,126.641009,4.03,4789742531146186752,NORMAL,AUTOMOBILE,94
46.6,0,37.536066,126.639979,0.00,4789742531756490752,STOP,AUTOMOBILE,94
46.6,0,37.536066,126.639979,0.00,4789742534765838967,END,,0
