accuracy,id,lat,lng,speed,time,type,state,stepCount,beaconData
8.2,0,37.538506,126.646955,3.82,1697802631000,NORMAL,AUTOMOBILE,0,
8.2,0,37.538481,126.646944,3.41,1697802632000,NORMAL,AUTOMOBILE,0,
8.1,0,37.538467,126.646936,2.60,1697802633000,NORMAL,AUTOMOBILE,0,
8.1,0,37.538462,126.646926,1.83,1697802634000,NORMAL,AUTOMOBILE,0,
8.2,0,37.538442,126.646917,2.03,1697802635000,NORMAL,AUTOMOBILE,0,
8.2,0,37.538421,126.646897,2.38,1697802636000,NORMAL,AUTOMOBILE,0,
8.2,0,37.538395,126.646892,2.62,1697802637000,NORMAL,AUTOMOBILE,0,
8.2,0,37.538370,126.646855,2.86,1697802638000,NORMAL,AUTOMOBILE,0,
8.2,0,37.538325,126.646839,3.61,1697802639000,NORMAL,AUTOMOBILE,0,
8.2,0,37.538301,126.646798,3.52,1697802640000,NORMAL,AUTOMOBILE,0,
8.2,0,37.538256,126.646787,3.06,1697802641000,NORMAL,AUTOMOBILE,0,
8.2,0,37.538217,126.646802,3.26,1697802642000,NORMAL,AUTOMOBILE,0,
8.2,0,37.538193,126.646825,2.87,1697802643000,NORMAL,AUTOMOBILE,0,
8.2,0,37.538212,126.646909,2.83,1697802644000,NORMAL,AUTOMOBILE,0,
8.2,0,37.538219,126.646939,2.67,1697802645000,NORMAL,AUTOMOBILE,0,
8.2,0,37.538236,126.646967,2.61,1697802646000,NORMAL,AUTOMOBILE,0,
8.2,0,37.538250,126.646982,2.16,1697802647000,NORMAL,AUTOMOBILE,0,
8.2,0,37.538261,126.646988,1.59,1697802648000,NORMAL,AUTOMOBILE,0,
8.2,0,37.538269,126.647002,1.58,1697802649000,NORMAL,AUTOMOBILE,0,
8.2,0,37.538279,126.647016,1.60,1697802650000,NORMAL,AUTOMOBILE,0,
8.2,0,37.538275,126.647028,1.15,1697802651000,NORMAL,AUTOMOBILE,0,
8.2,0,37.538274,126.647038,0.89,1697802652000,STOP,AUTOMOBILE,0,
8.2,0,37.538303,126.646990,1.69,1697802669000,NORMAL,STATION,0,
8.2,0,37.538347,126.646985,3.18,1697802670000,NORMAL,STATION,0,
8.2,0,37.538384,126.646988,3.54,1697802671000,NORMAL,STATION,0,
8.2,0,37.538374,126.646987,0.00,1697802672000,STOP,STATION,0,
8.2,0,37.538409,126.647003,2.23,1697802673000,NORMAL,STATION,0,
8.2,0,37.538425,126.647014,2.31,1697802674000,NORMAL,STATION,0,
8.2,0,37.538449,126.647011,2.31,1697802675000,NORMAL,STATION,0,
8.2,0,37.538466,126.647030,2.13,1697802676000,NORMAL,STATION,0,
8.2,0,37.538476,126.647036,1.57,1697802677000,NORMAL,STATION,0,
8.2,0,37.538478,126.647041,1.07,1697802678000,NORMAL,STATION,0,
8.2,0,37.538488,126.647051,1.28,1697802679000,NORMAL,STATION,0,
8.2,0,37.538516,126.647063,2.25,1697802680000,NORMAL,STATION,0,
8.2,0,37.538551,126.647069,3.34,1697802681000,NORMAL,STATION,0,
8.2,0,37.538589,126.647048,3.89,1697802682000,NORMAL,STATION,0,
8.2,0,37.538613,126.647018,3.80,1697802683000,NORMAL,STATION,0,
8.2,0,37.538626,126.646992,3.21,1697802684000,NORMAL,STATION,0,
8.2,0,37.538641,126.646977,2.77,1697802685000,NORMAL,STATION,0,
8.2,0,37.538646,126.646966,2.04,1697802686000,NORMAL,STATION,0,
8.2,0,37.538651,126.646956,1.47,1697802687000,NORMAL,STATION,0,
8.2,0,37.538653,126.646947,0.97,1697802688000,STOP,STATION,0,
8.2,0,37.538690,126.646866,3.38,1697802698000,NORMAL,STATION,0,
8.2,0,37.538721,126.646811,4.42,1697802699000,NORMAL,STATION,0,
8.2,0,37.538742,126.646755,5.04,1697802700000,NORMAL,STATION,0,
8.2,0,37.538763,126.646689,5.73,1697802701000,NORMAL,STATION,0,
8.2,0,37.538783,126.646625,5.90,1697802702000,NORMAL,STATION,0,
8.2,0,37.538827,126.646567,6.19,1697802703000,NORMAL,STATION,0,
8.2,0,37.538852,126.646504,6.08,1697802704000,NORMAL,STATION,0,
8.2,0,37.538860,126.646432,5.92,1697802705000,NORMAL,STATION,0,
8.2,0,37.538886,126.646368,5.97,1697802706000,NORMAL,STATION,0,
8.2,0,37.538911,126.646295,6.56,1697802707000,NORMAL,STATION,0,
8.2,0,37.538948,126.646211,7.51,1697802708000,NORMAL,STATION,0,
8.2,0,37.538973,126.646109,8.42,1697802709000,NORMAL,STATION,0,
8.2,0,37.538996,126.646014,8.75,1697802710000,NORMAL,STATION,0,
8.2,0,37.539015,126.645912,8.90,1697802711000,NORMAL,STATION,0,
8.2,0,37.539016,126.645810,8.89,1697802712000,NORMAL,STATION,0,
8.2,0,37.539035,126.645711,8.90,1697802713000,NORMAL,STATION,0,
8.2,0,37.539045,126.645624,8.36,1697802714000,NORMAL,STATION,0,
8.2,0,37.539059,126.645540,7.87,1697802715000,NORMAL,STATION,0,
8.2,0,37.539069,126.645464,7.40,1697802716000,NORMAL,STATION,0,
8.2,0,37.539078,126.645386,7.20,1697802717000,NORMAL,STATION,0,
8.2,0,37.539085,126.645294,7.74,1697802718000,NORMAL,STATION,0,
8.2,0,37.539090,126.645197,8.21,1697802719000,NORMAL,STATION,0,
8.2,0,37.539089,126.645108,7.93,1697802720000,NORMAL,STATION,0,
8.2,0,37.539090,126.645031,7.27,1697802721000,NORMAL,STATION,0,
8.2,0,37.539091,126.644972,6.31,1697802722000,NORMAL,STATION,0,
8.2,0,37.539094,126.644920,5.25,1697802723000,NORMAL,STATION,0,
8.2,0,37.539098,126.644886,4.00,1697802724000,NORMAL,STATION,0,
8.2,0,37.539100,126.644856,3.23,1697802725000,NORMAL,STATION,0,
8.2,0,37.539099,126.644841,2.22,1697802726000,NORMAL,STATION,0,
8.2,0,37.539100,126.644837,1.17,1697802727000,NORMAL,STATION,0,
8.2,0,37.539103,126.644842,0.27,1697802728000,STOP,STATION,0,
8.2,0,37.539088,126.644766,2.93,1697802757000,NORMAL,STATION,0,
8.2,0,37.539088,126.644737,2.67,1697802758000,NORMAL,STATION,0,
8.2,0,37.539085,126.644732,1.43,1697802759000,NORMAL,STATION,0,
8.2,0,37.539084,126.644722,1.26,1697802760000,NORMAL,STATION,0,
8.2,0,37.539073,126.644679,2.82,1697802761000,NORMAL,STATION,0,
8.2,0,37.539050,126.644631,3.84,1697802762000,NORMAL,STATION,0,
8.2,0,37.539010,126.644596,4.50,1697802763000,NORMAL,STATION,0,
8.2,0,37.538958,126.644570,5.26,1697802764000,NORMAL,STATION,0,
8.2,0,37.538900,126.644561,5.94,1697802765000,NORMAL,STATION,0,
8.2,0,37.538826,126.644557,7.21,1697802766000,NORMAL,STATION,0,
8.2,0,37.538742,126.644560,8.26,1697802767000,NORMAL,STATION,0,
8.2,0,37.538655,126.644562,8.89,1697802768000,NORMAL,STATION,0,
8.2,0,37.538570,126.644557,9.09,1697802769000,NORMAL,STATION,0,
8.2,0,37.538497,126.644553,8.59,1697802770000,NORMAL,STATION,0,
8.2,0,37.538424,126.644549,8.30,1697802771000,NORMAL,STATION,0,
8.2,0,37.538345,126.644542,8.45,1697802772000,NORMAL,STATION,0,
8.2,0,37.538278,126.644543,7.87,1697802773000,NORMAL,STATION,0,
8.2,0,37.538227,126.644545,6.78,1697802774000,NORMAL,STATION,0,
8.2,0,37.538184,126.644543,5.59,1697802775000,NORMAL,STATION,0,
8.2,0,37.538151,126.644544,4.50,1697802776000,NORMAL,STATION,0,
8.2,0,37.538127,126.644544,3.55,1697802777000,NORMAL,STATION,0,
8.2,0,37.538103,126.644541,3.04,1697802778000,NORMAL,STATION,0,
8.2,0,37.538080,126.644527,2.87,1697802779000,NORMAL,STATION,0,
8.2,0,37.538065,126.644506,2.64,1697802780000,NORMAL,STATION,0,
8.2,0,37.538052,126.644475,2.60,1697802781000,NORMAL,STATION,0,
8.2,0,37.538049,126.644446,2.42,1697802782000,NORMAL,STATION,0,
8.2,0,37.538052,126.644410,2.69,1697802783000,NORMAL,STATION,0,
8.2,0,37.538076,126.644375,2.79,1697802784000,NORMAL,STATION,0,
8.2,0,37.538060,126.644354,2.32,1697802785000,NORMAL,STATION,0,
8.2,0,37.538061,126.644342,1.67,1697802786000,NORMAL,STATION,0,
8.2,0,37.538076,126.644335,1.08,1697802787000,NORMAL,STATION,0,
8.2,0,37.538059,126.644333,0.52,1697802788000,STOP,STATION,0,
8.1,0,37.538082,126.644326,1.19,1697803234000,NORMAL,STATION,0,
8.1,0,37.538077,126.644309,1.14,1697803235000,NORMAL,STATION,0,
8.1,0,37.538058,126.644290,1.28,1697803236000,NORMAL,STATION,0,
8.2,0,37.538036,126.644277,1.32,1697803237000,NORMAL,STATION,0,
8.1,0,37.538030,126.644288,0.93,1697803238000,STOP,STATION,0,
8.1,0,37.538014,126.644326,1.86,1697803248000,NORMAL,STATION,0,
8.1,0,37.538028,126.644351,2.09,1697803249000,NORMAL,STATION,0,
8.1,0,37.538047,126.644386,2.91,1697803250000,NORMAL,STATION,0,
8.1,0,37.538045,126.644413,2.73,1697803251000,NORMAL,STATION,0,
8.1,0,37.538042,126.644445,2.62,1697803252000,NORMAL,STATION,0,
8.1,0,37.538041,126.644460,2.03,1697803253000,NORMAL,STATION,0,
8.1,0,37.538043,126.644458,1.25,1697803254000,NORMAL,STATION,0,
8.1,0,37.538043,126.644455,0.00,1697803255000,STOP,STATION,0,
8.1,0,37.538041,126.644476,1.31,1697803256000,NORMAL,STATION,0,
8.1,0,37.538046,126.644482,1.06,1697803257000,NORMAL,STATION,0,
8.1,0,37.538043,126.644496,1.18,1697803258000,NORMAL,STATION,0,
8.1,0,37.538049,126.644525,1.93,1697803259000,NORMAL,STATION,0,
8.1,0,37.538067,126.644567,2.87,1697803260000,NORMAL,STATION,0,
8.1,0,37.538101,126.644596,3.46,1697803261000,NORMAL,STATION,0,
8.1,0,37.538137,126.644611,3.80,1697803262000,NORMAL,STATION,0,
8.2,0,37.538195,126.644623,4.84,1697803263000,NORMAL,STATION,0,
8.5,0,37.538255,126.644641,5.64,1697803264000,NORMAL,STATION,0,
8.5,0,37.538332,126.644634,6.47,1697803265000,NORMAL,STATION,0,
8.6,0,37.538415,126.644638,7.09,1697803266000,NORMAL,STATION,0,
8.4,0,37.538495,126.644643,7.33,1697803267000,NORMAL,STATION,0,
8.5,0,37.538559,126.644643,7.23,1697803268000,NORMAL,STATION,0,
8.7,0,37.538627,126.644648,7.08,1697803269000,NORMAL,STATION,0,
8.7,0,37.538668,126.644646,6.37,1697803270000,NORMAL,STATION,0,
9.1,0,37.538699,126.644645,5.55,1697803271000,NORMAL,STATION,0,
9.2,0,37.538735,126.644649,4.99,1697803272000,NORMAL,STATION,0,
9.5,0,37.538761,126.644649,4.25,1697803273000,NORMAL,STATION,0,
9.8,0,37.538767,126.644636,3.43,1697803274000,NORMAL,STATION,0,
10.2,0,37.538788,126.644626,2.98,1697803275000,NORMAL,STATION,0,
10.3,0,37.538776,126.644621,2.00,1697803276000,NORMAL,STATION,0,
9.3,0,37.538773,126.644622,0.00,1697803277000,STOP,STATION,0,
8.3,0,37.538797,126.644725,1.49,1697803318000,NORMAL,STATION,0,
8.5,0,37.538831,126.644727,1.77,1697803319000,NORMAL,STATION,0,
8.6,0,37.538872,126.644725,2.11,1697803320000,NORMAL,STATION,0,
8.7,0,37.538911,126.644717,2.55,1697803321000,NORMAL,STATION,0,
8.8,0,37.538949,126.644719,2.93,1697803322000,NORMAL,STATION,0,
8.5,0,37.538998,126.644726,3.41,1697803323000,NORMAL,STATION,0,
8.6,0,37.539019,126.644768,3.44,1697803324000,NORMAL,STATION,0,
8.3,0,37.539034,126.644820,3.82,1697803325000,NORMAL,STATION,0,
8.1,0,37.539022,126.644885,4.47,1697803326000,NORMAL,STATION,0,
8.1,0,37.539028,126.644987,6.27,1697803327000,NORMAL,STATION,0,
8.1,0,37.539036,126.645067,6.68,1697803328000,NORMAL,STATION,0,
8.1,0,37.539045,126.645158,7.23,1697803329000,NORMAL,STATION,0,
8.1,0,37.539044,126.645249,7.63,1697803330000,NORMAL,STATION,0,
8.1,0,37.539041,126.645347,7.91,1697803331000,NORMAL,STATION,0,
8.1,0,37.539041,126.645442,7.98,1697803332000,NORMAL,STATION,0,
8.1,0,37.539033,126.645518,7.60,1697803333000,NORMAL,STATION,0,
8.1,0,37.539026,126.645588,7.23,1697803334000,NORMAL,STATION,0,
8.1,0,37.539013,126.645659,7.00,1697803335000,NORMAL,STATION,0,
8.2,0,37.539003,126.645740,7.23,1697803336000,NORMAL,STATION,0,
8.4,0,37.538988,126.645817,7.42,1697803337000,NORMAL,STATION,0,
8.2,0,37.538974,126.645956,8.92,1697803338000,NORMAL,STATION,0,
8.3,0,37.538964,126.646050,8.83,1697803339000,NORMAL,STATION,0,
8.3,0,37.538929,126.646148,8.90,1697803340000,NORMAL,STATION,0,
8.3,0,37.538918,126.646243,8.56,1697803341000,NORMAL,STATION,0,
8.4,0,37.538878,126.646318,8.15,1697803342000,NORMAL,STATION,0,
8.8,0,37.538855,126.646390,7.68,1697803343000,NORMAL,STATION,0,
9.0,0,37.538845,126.646449,6.89,1697803344000,NORMAL,STATION,0,
9.1,0,37.538822,126.646497,6.20,1697803345000,NORMAL,STATION,0,
9.5,0,37.538796,126.646551,5.90,1697803346000,NORMAL,STATION,0,
9.4,0,37.538779,126.646595,5.33,1697803347000,NORMAL,STATION,0,
9.6,0,37.538762,126.646639,5.00,1697803348000,NORMAL,STATION,0,
9.2,0,37.538757,126.646676,4.44,1697803349000,NORMAL,STATION,0,
9.3,0,37.538737,126.646703,3.68,1697803350000,NORMAL,STATION,0,
9.8,0,37.538726,126.646732,3.22,1697803351000,NORMAL,STATION,0,
9.8,0,37.538716,126.646757,2.72,1697803352000,NORMAL,STATION,0,
8.7,0,37.538718,126.646751,1.71,1697803353000,NORMAL,STATION,0,
8.7,0,37.538722,126.646742,0.84,1697803354000,STOP,STATION,0,
8.2,0,37.538748,126.646844,1.04,1697803371000,NORMAL,STATION,0,
8.2,0,37.538740,126.646869,2.03,1697803372000,NORMAL,STATION,0,
8.3,0,37.538728,126.646915,2.92,1697803373000,NORMAL,STATION,0,
8.5,0,37.538724,126.646953,2.96,1697803374000,NORMAL,STATION,0,
8.2,0,37.538689,126.647005,3.61,1697803375000,NORMAL,STATION,0,
8.2,0,37.538669,126.647035,3.48,1697803376000,NORMAL,STATION,0,
8.3,0,37.538644,126.647051,3.30,1697803377000,NORMAL,STATION,0,
8.5,0,37.538602,126.647047,3.42,1697803378000,NORMAL,STATION,0,
8.6,0,37.538572,126.647036,3.28,1697803379000,NORMAL,STATION,0,
8.7,0,37.538554,126.647019,2.82,1697803380000,NORMAL,STATION,0,
8.9,0,37.538532,126.647009,2.69,1697803381000,NORMAL,STATION,0,
8.8,0,37.538538,126.646987,1.75,1697803382000,NORMAL,STATION,0,
9.0,0,37.538514,126.646975,2.07,1697803383000,NORMAL,STATION,0,
9.1,0,37.538478,126.646968,2.80,1697803384000,NORMAL,STATION,0,
8.7,0,37.538430,126.646918,4.20,1697803385000,NORMAL,STATION,0,
8.6,0,37.538391,126.646887,4.57,1697803386000,NORMAL,STATION,0,
8.6,0,37.538349,126.646870,4.42,1697803387000,NORMAL,STATION,0,
9.0,0,37.538323,126.646851,4.01,1697803388000,NORMAL,STATION,0,
9.2,0,37.538274,126.646859,4.03,1697803389000,NORMAL,STATION,0,
9.4,0,37.538197,126.646933,5.25,1697803390000,NORMAL,STATION,0,
9.0,0,37.538164,126.646992,5.27,1697803391000,NORMAL,STATION,0,
8.9,0,37.538139,126.647023,5.00,1697803392000,NORMAL,STATION,0,
9.2,0,37.538100,126.647063,5.22,1697803393000,NORMAL,STATION,0,
9.8,0,37.538066,126.647094,5.24,1697803394000,NORMAL,STATION,0,
10.5,0,37.538026,126.647127,5.55,1697803395000,NORMAL,STATION,0,
11.9,0,37.537986,126.647164,5.58,1697803396000,NORMAL,STATION,0,
13.9,0,37.537943,126.647205,5.59,1697803397000,NORMAL,STATION,0,
16.3,0,37.537895,126.647249,5.42,1697803398000,NORMAL,STATION,0,
19.0,0,37.537835,126.647301,5.35,1697803399000,NORMAL,STATION,0,
22.0,0,37.537778,126.647354,5.51,1697803400000,NORMAL,STATION,0,
23.3,0,37.537737,126.647395,5.51,1697803401000,NORMAL,STATION,0,
291.7,0,37.537116,126.648003,0.00,1697803419000,STOP,STATION,0,
291.7,0,37.537116,126.648003,0.00,1697849372611,END,,0,
