accuracy,id,lat,lng,speed,time,type,state,stepCount,beaconData,output,grid_label
53.0,0,37.537388,126.646801,0.0,1697106400000,START,WALK,502,,N,KECABBAA
57.2,0,37.537997,126.648307,0.0,1697106574000,STOP,WALK,82,,N,KECABBAA
57.2,0,37.537997,126.648307,0.0,1697151577421,END,,0,,N,KECABBAA
