accuracy,id,lat,lng,speed,time,type,state,stepCount,output,grid_label
24.3,0,37.478967,126.658948,14.12,1691303644000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.47904,126.658821,14.08,1691303645000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.479113,126.658692,14.07,1691303646000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.47918,126.658558,13.99,1691303647000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.479251,126.658425,14.09,1691303648000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.479323,126.65829,14.15,1691303649000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.479396,126.658156,14.07,1691303650000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.479471,126.658023,14.16,1691303651000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.479536,126.657889,13.98,1691303652000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.479599,126.657762,13.78,1691303653000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.479665,126.657639,13.5,1691303654000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.47973,126.657512,13.42,1691303655000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.479795,126.657391,13.26,1691303656000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.479862,126.657277,12.97,1691303657000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.479925,126.657163,12.38,1691303658000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.479987,126.657061,11.72,1691303659000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.479984,126.657075,8.67,1691303660000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.480066,126.656907,12.52,1691303661000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.480133,126.656782,12.65,1691303662000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.480198,126.656665,12.49,1691303663000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.480267,126.656546,12.47,1691303664000,NORMAL,AUTOMOBILE,6,N,KECADBAD
24.3,0,37.480338,126.656437,12.34,1691303665000,NORMAL,AUTOMOBILE,6,N,KECADBAD
24.3,0,37.480399,126.656331,11.67,1691303666000,NORMAL,AUTOMOBILE,6,N,KECADBAD
24.3,0,37.480448,126.656239,10.03,1691303667000,NORMAL,AUTOMOBILE,6,N,KECADBAD
24.3,0,37.48049,126.656157,8.73,1691303668000,NORMAL,AUTOMOBILE,6,N,KECADBAD
24.3,0,37.480532,126.656102,7.28,1691303669000,NORMAL,AUTOMOBILE,6,N,KECADBAD
24.3,0,37.480557,126.656049,5.88,1691303670000,NORMAL,AUTOMOBILE,6,N,KECADBAD
24.3,0,37.480589,126.65602,4.86,1691303671000,NORMAL,AUTOMOBILE,6,N,KECADBAD
24.3,0,37.480631,126.656008,4.63,1691303672000,NORMAL,AUTOMOBILE,6,N,KECADBAD
24.3,0,37.480696,126.656045,5.82,1691303673000,NORMAL,AUTOMOBILE,6,N,KECADBAD
24.3,0,37.480738,126.656109,6.72,1691303674000,NORMAL,AUTOMOBILE,6,N,KECADBAD
24.3,0,37.480801,126.656202,9.16,1691303675000,NORMAL,AUTOMOBILE,6,N,KECADBAD
24.3,0,37.480874,126.656315,11.38,1691303676000,NORMAL,AUTOMOBILE,6,N,KECADBAD
24.3,0,37.48095,126.656422,12.71,1691303677000,NORMAL,AUTOMOBILE,6,N,KECADBAD
24.3,0,37.481037,126.656548,13.93,1691303678000,NORMAL,AUTOMOBILE,6,N,KECADBAD
24.3,0,37.481122,126.656668,14.3,1691303679000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.481215,126.656797,14.99,1691303680000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.481302,126.656933,15.35,1691303681000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.481387,126.657063,15.31,1691303682000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.481478,126.657197,15.43,1691303683000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.481562,126.65734,15.69,1691303684000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.481644,126.657475,15.35,1691303685000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.481719,126.657611,14.68,1691303686000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.481793,126.657736,13.95,1691303687000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.481869,126.657855,13.58,1691303688000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.481938,126.657962,12.58,1691303689000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.482004,126.658059,11.6,1691303690000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.482059,126.658145,10.21,1691303691000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.482104,126.658211,8.27,1691303692000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.482144,126.658267,7.08,1691303693000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.482179,126.658322,6.48,1691303694000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.48221,126.658367,5.65,1691303695000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.482231,126.658399,4.12,1691303696000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.482243,126.658415,2.44,1691303697000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.482246,126.658427,1.35,1691303698000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.482251,126.658434,1.0,1691303699000,STOP,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.48227,126.658444,1.14,1691303726000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.482281,126.658467,2.29,1691303727000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.482304,126.65851,4.08,1691303728000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.482338,126.658569,5.85,1691303729000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.482379,126.658627,6.49,1691303730000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.48242,126.658697,7.25,1691303731000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.482467,126.658766,7.92,1691303732000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.482511,126.658842,8.26,1691303733000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.482566,126.658919,8.83,1691303734000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.482615,126.658996,8.79,1691303735000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.482664,126.659068,8.59,1691303736000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.482724,126.659131,8.68,1691303737000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.482794,126.659188,9.07,1691303738000,NORMAL,AUTOMOBILE,6,N,KECADBBC
24.3,0,37.482861,126.659235,8.47,1691303739000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.482911,126.659275,6.95,1691303740000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.482948,126.659314,5.66,1691303741000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.482974,126.659348,4.5,1691303742000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.482994,126.659377,3.63,1691303743000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483006,126.659386,1.98,1691303744000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483012,126.659391,1.07,1691303745000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483013,126.659394,0.51,1691303746000,STOP,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.48305,126.659432,1.88,1691303765000,NORMAL,STATION,6,N,KECADBBA
24.3,0,37.483081,126.659459,3.76,1691303766000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.48313,126.659492,5.35,1691303767000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483178,126.659521,5.48,1691303768000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.48322,126.659548,5.13,1691303769000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483259,126.659576,4.98,1691303770000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483283,126.659595,3.91,1691303771000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483305,126.659608,2.88,1691303772000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483324,126.659619,2.47,1691303773000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483347,126.659637,3.11,1691303774000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483372,126.659653,2.81,1691303775000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483392,126.659666,2.71,1691303776000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483428,126.659694,3.68,1691303777000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483446,126.659706,2.61,1691303778000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483457,126.659712,1.69,1691303779000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483463,126.659713,0.88,1691303780000,STOP,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483491,126.659735,2.39,1691303783000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483514,126.659751,2.58,1691303784000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483539,126.659768,3.15,1691303785000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.48357,126.659788,3.36,1691303786000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.4836,126.659808,3.68,1691303787000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483633,126.659828,4.08,1691303788000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483662,126.659849,3.73,1691303789000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483693,126.659862,3.58,1691303790000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483724,126.659874,3.45,1691303791000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483752,126.65989,3.55,1691303792000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483771,126.659899,2.45,1691303793000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483797,126.659914,2.97,1691303794000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483817,126.659927,2.42,1691303795000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483827,126.659933,1.49,1691303796000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483829,126.659935,0.46,1691303797000,STOP,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483858,126.659941,1.89,1691303805000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483877,126.659955,2.32,1691303806000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483891,126.659967,1.87,1691303807000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483896,126.659972,1.07,1691303808000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.4839,126.659974,0.48,1691303809000,STOP,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483921,126.65999,1.93,1691303811000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483948,126.660005,2.85,1691303812000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483963,126.660017,2.15,1691303813000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483975,126.660027,1.83,1691303814000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.48399,126.660034,1.62,1691303815000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483998,126.660041,1.35,1691303816000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.484009,126.660047,1.46,1691303817000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.484026,126.660056,1.74,1691303818000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.484044,126.660067,2.02,1691303819000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.484055,126.660076,1.16,1691303820000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.484059,126.660079,0.61,1691303821000,STOP,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.48408,126.660094,1.33,1691303823000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.484086,126.660102,1.2,1691303824000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.484084,126.660105,0.27,1691303825000,STOP,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.484096,126.660118,1.24,1691303830000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.484097,126.660138,1.27,1691303831000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.48409,126.660159,1.07,1691303832000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.484082,126.660176,0.7,1691303833000,STOP,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.484057,126.66027,1.05,1691303850000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.484048,126.660293,1.09,1691303851000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.484038,126.660311,0.8,1691303852000,STOP,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483977,126.660436,1.2,1691303860000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483965,126.660466,1.42,1691303861000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483949,126.660493,1.29,1691303862000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483934,126.660517,1.1,1691303863000,NORMAL,STATION,6,N,KECADBBA
24.3,0,37.483922,126.660537,0.93,1691303864000,STOP,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483913,126.660562,1.27,1691303865000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483898,126.66059,1.37,1691303866000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483885,126.660619,1.29,1691303867000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483869,126.660641,1.07,1691303868000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483855,126.660658,0.75,1691303869000,STOP,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.48368,126.660803,1.03,1691303888000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483673,126.660825,1.23,1691303889000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483658,126.660851,1.35,1691303890000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483642,126.660882,1.47,1691303891000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483628,126.660906,1.05,1691303892000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483618,126.660927,1.07,1691303893000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.48361,126.660948,1.04,1691303894000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.4836,126.660968,0.95,1691303895000,STOP,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483578,126.661011,1.22,1691303897000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483566,126.661037,1.25,1691303898000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483552,126.661065,1.26,1691303899000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483537,126.661088,1.17,1691303900000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483525,126.661108,1.03,1691303901000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483514,126.661131,1.07,1691303902000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.3,0,37.483503,126.661149,0.9,1691303903000,STOP,AUTOMOBILE,6,N,KECADBBA
23.4,0,37.483034,126.660709,1.18,1691303946000,NORMAL,AUTOMOBILE,6,N,KECADBBA
25.1,0,37.483048,126.660682,1.41,1691303947000,NORMAL,AUTOMOBILE,6,N,KECADBBA
26.8,0,37.483056,126.660671,1.35,1691303948000,NORMAL,AUTOMOBILE,6,N,KECADBBA
24.5,0,37.483058,126.660636,1.26,1691303949000,NORMAL,AUTOMOBILE,6,N,KECADBBA
26.5,0,37.48307,126.660621,1.12,1691303950000,NORMAL,AUTOMOBILE,6,N,KECADBBA
28.8,0,37.483082,126.660607,1.18,1691303951000,NORMAL,AUTOMOBILE,6,N,KECADBBA
31.2,0,37.483093,126.660597,1.0,1691303952000,NORMAL,AUTOMOBILE,6,N,KECADBBA
33.2,0,37.483106,126.660594,0.92,1691303953000,STOP,AUTOMOBILE,6,N,KECADBBA
32.4,0,37.483085,126.660603,1.2,1691303957000,NORMAL,AUTOMOBILE,6,N,KECADBBA
34.8,0,37.483096,126.660595,0.97,1691303958000,STOP,AUTOMOBILE,6,N,KECADBBA
305.4,0,37.482987,126.66009,3.17,1691304091000,NORMAL,STATION,10,N,KECADBBA
367.1,0,37.482982,126.660042,3.59,1691304092000,NORMAL,WALK,10,N,KECADBBA
367.1,0,37.482982,126.660042,3.59,1691304835891,END,,0,N,KECADBBA
