accuracy,id,lat,lng,speed,time,type,state,stepCount,beaconData,output,grid_label
48.6,0,37.537714,126.645992,0.0,1698818422000,START,WALK,692,,N,KECABBAA
69.4,0,37.537719,126.648397,0.0,1698818799000,STOP,WALK,493,,N,KECABBAA
69.4,0,37.537719,126.648397,0.0,1698881303750,END,,0,,N,KECABBAA
