accuracy,id,lat,lng,speed,time,type,state,stepCount,beaconData,output,grid_label
24.3,0,37.539662,126.649791,3.72,1700823987000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
24.3,0,37.53965,126.649733,4.14,1700823988000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
24.3,0,37.539608,126.649691,4.54,1700823989000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
24.3,0,37.539546,126.64967,5.54,1700823990000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.539485,126.64967,6.04,1700823991000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.539426,126.649666,6.3,1700823992000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.539362,126.649667,6.66,1700823993000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.539296,126.649664,6.93,1700823994000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.539231,126.649663,7.07,1700823995000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.539174,126.649662,6.67,1700823996000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.539119,126.649659,6.31,1700823997000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.539057,126.649658,6.67,1700823998000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.538994,126.649659,6.81,1700823999000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.538937,126.649659,6.5,1700824000000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.538891,126.649654,5.84,1700824001000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.538839,126.649654,5.85,1700824002000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.538781,126.649654,6.16,1700824003000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.538727,126.649654,6.05,1700824004000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.538677,126.649651,5.77,1700824005000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.538623,126.649649,5.86,1700824006000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.538568,126.64965,6.0,1700824007000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.538519,126.649649,5.67,1700824008000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.538467,126.649649,5.6,1700824009000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.538418,126.649648,5.55,1700824010000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.538367,126.649644,5.56,1700824011000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.538323,126.649632,5.23,1700824012000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.538286,126.649608,4.81,1700824013000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.1,0,37.538257,126.649566,4.59,1700824014000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.2,0,37.538236,126.649504,5.09,1700824015000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.2,0,37.538228,126.649424,5.99,1700824016000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.2,0,37.538227,126.649339,6.67,1700824017000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.2,0,37.538229,126.64925,7.22,1700824018000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.2,0,37.538229,126.649159,7.6,1700824019000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.2,0,37.538229,126.64907,7.65,1700824020000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.2,0,37.538229,126.64898,7.64,1700824021000,NORMAL,AUTOMOBILE,0,,N,KECABBAB
8.2,0,37.538248,126.64889,7.72,1700824022000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.2,0,37.538235,126.648795,7.99,1700824023000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.2,0,37.538239,126.648694,8.47,1700824024000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.2,0,37.538261,126.648593,8.88,1700824025000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538271,126.648488,9.12,1700824026000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538281,126.648381,9.24,1700824027000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538291,126.648278,9.16,1700824028000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538309,126.648186,8.81,1700824029000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538325,126.648105,7.98,1700824030000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538338,126.648042,6.77,1700824031000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.53835,126.647978,6.14,1700824032000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538363,126.64792,5.71,1700824033000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538378,126.64786,5.63,1700824034000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538393,126.647799,5.53,1700824035000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538406,126.647747,5.11,1700824036000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538418,126.6477,4.61,1700824037000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538413,126.64766,3.76,1700824038000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538422,126.647631,3.07,1700824039000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.53843,126.64761,2.39,1700824040000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538443,126.647594,1.94,1700824041000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538434,126.647594,0.67,1700824042000,STOP,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538447,126.647575,1.47,1700824046000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538467,126.647534,3.1,1700824047000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538489,126.647482,4.21,1700824048000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538504,126.647423,4.92,1700824049000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538529,126.647362,5.62,1700824050000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538554,126.647299,5.84,1700824051000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538577,126.647232,6.13,1700824052000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538602,126.647167,6.32,1700824053000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538615,126.647102,6.09,1700824054000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538636,126.647061,5.28,1700824055000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538647,126.647029,4.64,1700824056000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538644,126.647009,4.1,1700824057000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538534,126.646939,4.03,1700824058000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.53851,126.64693,3.17,1700824059000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.53851,126.646939,1.29,1700824060000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538522,126.64695,0.02,1700824061000,STOP,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538509,126.646928,1.42,1700824068000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538496,126.646919,1.6,1700824069000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538485,126.646916,0.0,1700824070000,STOP,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538452,126.646902,2.25,1700824071000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538399,126.64688,3.72,1700824072000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.0,0,37.538343,126.646852,4.68,1700824073000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.0,0,37.538299,126.646849,4.91,1700824074000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
7.9,0,37.538261,126.646841,4.75,1700824075000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
7.9,0,37.538217,126.646837,4.78,1700824076000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.0,0,37.538162,126.646945,5.38,1700824077000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.0,0,37.538121,126.646986,5.05,1700824078000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.1,0,37.538089,126.64703,4.92,1700824079000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.0,0,37.53806,126.647067,4.79,1700824080000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.0,0,37.538019,126.647119,5.28,1700824081000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.0,0,37.53798,126.647172,5.54,1700824082000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
7.8,0,37.537946,126.647219,5.44,1700824083000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
7.9,0,37.537911,126.647263,5.38,1700824084000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.4,0,37.537875,126.647308,5.37,1700824085000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
10.5,0,37.537837,126.647354,5.39,1700824086000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
12.8,0,37.537795,126.647405,5.45,1700824087000,NORMAL,AUTOMOBILE,0,,N,KECABBAA
8.6,0,37.537897,126.647268,0.0,1700824088000,STOP,AUTOMOBILE,0,,N,KECABBAA
8.6,0,37.537897,126.647268,0.0,1700876509496,END,,0,,N,KECABBAA
