accuracy,id,lat,lng,speed,time,type,state,stepCount,beaconData,output,grid_label
60.8,0,37.538776,126.646591,0.0,1698922212000,START,WALK,793,,N,KECABBAA
60.3,0,37.537853,126.648383,0.0,1698922579000,STOP,WALK,414,,N,KECABBAA
60.3,0,37.537853,126.648383,0.0,1698967633477,END,,0,,N,KECABBAA
