accuracy,id,lat,lng,speed,time,type,state,stepCount,beaconData,output,grid_label
24.3,0,37.543861,126.716905,11.87,1697253091000,START,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.543943,126.715528,16.59,1697253099000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.543963,126.715344,16.53,1697253100000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.543997,126.715166,16.53,1697253101000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.544035,126.714985,16.51,1697253102000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.544071,126.71481,16.5,1697253103000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.544111,126.714637,16.61,1697253104000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.544157,126.714456,16.6,1697253105000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.544209,126.714276,16.77,1697253106000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.544263,126.7141,16.8,1697253107000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.544326,126.713931,16.56,1697253108000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.544387,126.713766,16.28,1697253109000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.544459,126.713612,16.04,1697253110000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.544523,126.713454,15.9,1697253111000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.544585,126.713292,15.96,1697253112000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.544649,126.713124,16.04,1697253113000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.544712,126.712959,16.07,1697253114000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.544771,126.712798,15.88,1697253115000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.544834,126.712635,15.89,1697253116000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.544896,126.712472,16.0,1697253117000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.544961,126.712306,16.11,1697253118000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.545028,126.71215,16.03,1697253119000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.545093,126.711992,16.05,1697253120000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.545158,126.711826,16.27,1697253121000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.545223,126.711657,16.53,1697253122000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.545289,126.711483,16.84,1697253123000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.545354,126.711312,16.97,1697253124000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.545425,126.711135,17.21,1697253125000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.545496,126.710954,17.55,1697253126000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.545571,126.710775,17.81,1697253127000,NORMAL,AUTOMOBILE,0,,N,KEADCDCD
24.3,0,37.545644,126.710591,17.97,1697253128000,NORMAL,AUTOMOBILE,0,,N,KEADCDCC
24.3,0,37.545714,126.710407,18.08,1697253129000,NORMAL,AUTOMOBILE,0,,N,KEADCDCC
24.3,0,37.545784,126.710222,18.13,1697253130000,NORMAL,AUTOMOBILE,0,,N,KEADCDCC
24.3,0,37.545854,126.710035,18.17,1697253131000,NORMAL,AUTOMOBILE,0,,N,KEADCDCC
24.3,0,37.545924,126.709848,18.25,1697253132000,NORMAL,AUTOMOBILE,0,,N,KEADCDCC
24.3,0,37.545999,126.709655,18.46,1697253133000,NORMAL,AUTOMOBILE,0,,N,KEADCDCC
24.3,0,37.546074,126.709471,18.5,1697253134000,NORMAL,AUTOMOBILE,0,,N,KEADCDCC
24.3,0,37.546157,126.709286,18.63,1697253135000,NORMAL,AUTOMOBILE,0,,N,KEADCDCC
24.3,0,37.546249,126.709106,18.81,1697253136000,NORMAL,AUTOMOBILE,0,,N,KEADCDCC
24.3,0,37.546342,126.708924,18.94,1697253137000,NORMAL,AUTOMOBILE,0,,N,KEADCDCC
24.3,0,37.546439,126.708748,18.99,1697253138000,NORMAL,AUTOMOBILE,0,,N,KEADCDCC
24.3,0,37.546531,126.708572,18.79,1697253139000,NORMAL,AUTOMOBILE,0,,N,KEADCDCC
24.3,0,37.546624,126.708399,18.52,1697253140000,NORMAL,AUTOMOBILE,0,,N,KEADCDCC
24.3,0,37.546716,126.708231,18.1,1697253141000,NORMAL,AUTOMOBILE,0,,N,KEADCDCC
24.3,0,37.546812,126.708064,17.84,1697253142000,NORMAL,AUTOMOBILE,0,,N,KEADCDCC
24.2,0,37.546905,126.707904,17.65,1697253143000,NORMAL,AUTOMOBILE,0,,N,KEADCDCC
24.1,0,37.546994,126.707767,17.4,1697253144000,NORMAL,AUTOMOBILE,0,,N,KEADCDCC
24.0,0,37.547027,126.707706,14.54,1697253145000,NORMAL,AUTOMOBILE,0,,N,KEADCDCC
24.0,0,37.547035,126.707693,11.31,1697253146000,NORMAL,AUTOMOBILE,0,,N,KEADCDCC
