accuracy,id,lat,lng,speed,time,type,state,stepCount,dbscan output,beaconData
8.1,0,37.727947,127.409375,11.76,1691920802000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.727849,127.409425,11.81,1691920803000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.727757,127.409474,11.23,1691920804000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.727677,127.409514,10.3,1691920805000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.727611,127.409552,8.91,1691920806000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.727559,127.409572,7.22,1691920807000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.727522,127.409594,5.62,1691920808000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.727496,127.409615,4.27,1691920809000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.727537,127.409558,1.83,1691920810000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.727555,127.40955,2.18,1691920811000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.727562,127.409556,1.52,1691920812000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.727536,127.409564,0.46,1691920813000,STOP,AUTOMOBILE,14,-1.0,
8.1,0,37.727501,127.409587,1.82,1691920815000,NORMAL,AUTOMOBILE,14,-1.0,
8.0,0,37.727486,127.409581,2.21,1691920816000,NORMAL,AUTOMOBILE,14,-1.0,
8.0,0,37.727467,127.409603,2.32,1691920817000,NORMAL,AUTOMOBILE,14,-1.0,
8.0,0,37.727437,127.409615,2.34,1691920818000,NORMAL,AUTOMOBILE,14,-1.0,
7.9,0,37.727444,127.409607,1.34,1691920819000,NORMAL,AUTOMOBILE,14,-1.0,
7.9,0,37.727434,127.409607,1.02,1691920820000,NORMAL,AUTOMOBILE,14,-1.0,
7.9,0,37.727474,127.409592,0.08,1691920821000,STOP,AUTOMOBILE,14,-1.0,
8.1,0,37.727488,127.409581,1.16,1691920838000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.727455,127.409596,3.23,1691920839000,NORMAL,STATION,14,-1.0,
8.1,0,37.727402,127.409624,4.95,1691920840000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.72735,127.409656,5.88,1691920841000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.727292,127.409702,6.72,1691920842000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.727158,127.409791,9.82,1691920843000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.727053,127.409853,10.74,1691920844000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.726939,127.409897,11.18,1691920845000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.726833,127.409942,11.42,1691920846000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.726717,127.409968,11.73,1691920847000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.726588,127.409978,12.47,1691920848000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.726467,127.409982,12.83,1691920849000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.726345,127.409959,12.87,1691920850000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.72624,127.409933,12.44,1691920851000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.726129,127.409889,12.86,1691920852000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.72602,127.409827,12.99,1691920853000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.725908,127.409753,13.28,1691920854000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.725807,127.409684,13.23,1691920855000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.725708,127.409581,13.46,1691920856000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.725619,127.409472,13.31,1691920857000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.725528,127.409361,13.67,1691920858000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.725429,127.409249,14.45,1691920859000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.725327,127.409136,14.84,1691920860000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.725223,127.409015,15.1,1691920861000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.725122,127.408892,15.13,1691920862000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.725024,127.408778,15.04,1691920863000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.724925,127.408655,15.31,1691920864000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.724818,127.408538,15.58,1691920865000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.724714,127.408417,15.63,1691920866000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.724607,127.408295,15.74,1691920867000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.724498,127.408174,15.83,1691920868000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.724393,127.408051,15.76,1691920869000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.724289,127.407928,15.66,1691920870000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.724193,127.407824,14.82,1691920871000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.724105,127.407729,13.7,1691920872000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.724017,127.407632,13.3,1691920873000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.72395,127.407531,12.75,1691920874000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.723902,127.407401,12.7,1691920875000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.723868,127.407251,13.35,1691920876000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.723839,127.407103,13.54,1691920877000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.723824,127.406938,14.09,1691920878000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.723798,127.406774,14.45,1691920879000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.723791,127.406572,15.85,1691920880000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.72378,127.406397,15.4,1691920881000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.723765,127.406232,14.91,1691920882000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.723751,127.406073,14.35,1691920883000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.723728,127.405924,13.65,1691920884000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.723689,127.405794,12.76,1691920885000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.723638,127.405674,12.36,1691920886000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.723572,127.405568,11.98,1691920887000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.7235,127.405466,11.77,1691920888000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.723407,127.405386,12.19,1691920889000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.723312,127.405312,12.32,1691920890000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.723214,127.405258,12.13,1691920891000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.723112,127.405222,11.63,1691920892000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.723008,127.405209,11.44,1691920893000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.722905,127.40522,11.35,1691920894000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.7228,127.405252,11.51,1691920895000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.722707,127.405302,11.21,1691920896000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.722627,127.405366,10.77,1691920897000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.722544,127.405452,11.48,1691920898000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.722465,127.405554,12.01,1691920899000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.722389,127.40565,11.98,1691920900000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.722313,127.40575,12.19,1691920901000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.722225,127.40586,13.1,1691920902000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.722134,127.405974,13.78,1691920903000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.722041,127.406091,14.17,1691920904000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.721951,127.406207,14.32,1691920905000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.721847,127.406323,15.07,1691920906000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.721753,127.406447,15.16,1691920907000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.721655,127.406575,15.6,1691920908000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.721555,127.406708,16.0,1691920909000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.721449,127.406843,16.47,1691920910000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.721341,127.40698,16.76,1691920911000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.721233,127.407113,16.81,1691920912000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.721128,127.407255,17.02,1691920913000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.72102,127.407395,17.23,1691920914000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.720906,127.407536,17.6,1691920915000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.720793,127.407687,18.03,1691920916000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.720674,127.407834,18.3,1691920917000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.720558,127.407982,18.23,1691920918000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.720442,127.408122,17.88,1691920919000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.72033,127.408267,17.98,1691920920000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.720216,127.40841,17.92,1691920921000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.720102,127.408555,18.0,1691920922000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.719988,127.408701,17.92,1691920923000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.719878,127.408842,17.57,1691920924000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.719769,127.408985,17.55,1691920925000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.719658,127.409121,17.46,1691920926000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.719545,127.409259,17.41,1691920927000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.719437,127.409396,17.13,1691920928000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.719331,127.40953,17.04,1691920929000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.719224,127.409669,16.96,1691920930000,NORMAL,STATION,14,-1.0,
8.1,0,37.719121,127.4098,16.46,1691920931000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.719021,127.40992,15.9,1691920932000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.718925,127.410038,15.2,1691920933000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.718835,127.410148,14.53,1691920934000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.718753,127.410258,13.69,1691920935000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.718681,127.410351,12.45,1691920936000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.718615,127.410419,10.54,1691920937000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.718564,127.410477,8.64,1691920938000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.71852,127.410536,7.34,1691920939000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.718486,127.410583,6.02,1691920940000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.718452,127.410614,4.96,1691920941000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.718416,127.410613,3.83,1691920942000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.718386,127.410647,3.25,1691920943000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.718328,127.410643,5.0,1691920944000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.718247,127.41061,7.84,1691920945000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.7182,127.410449,9.9,1691920946000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.718121,127.410362,11.58,1691920947000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.718031,127.41027,12.87,1691920948000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.717932,127.410164,14.21,1691920949000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.717826,127.410053,15.25,1691920950000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.717717,127.409933,15.96,1691920951000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.717604,127.409809,16.4,1691920952000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.717489,127.409683,16.67,1691920953000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.717374,127.409552,16.89,1691920954000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.717256,127.409421,17.08,1691920955000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.717144,127.409294,17.01,1691920956000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.717027,127.409166,17.15,1691920957000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.716913,127.409038,17.24,1691920958000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.716797,127.408907,17.55,1691920959000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.716679,127.408768,17.79,1691920960000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.716566,127.408637,17.54,1691920961000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.716456,127.408509,17.23,1691920962000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.716346,127.40839,16.58,1691920963000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.71625,127.408284,14.81,1691920964000,NORMAL,AUTOMOBILE,14,-1.0,
8.0,0,37.716161,127.408179,14.45,1691920965000,NORMAL,AUTOMOBILE,14,-1.0,
8.0,0,37.716066,127.40806,15.36,1691920966000,NORMAL,AUTOMOBILE,14,-1.0,
7.9,0,37.715961,127.407937,15.9,1691920967000,NORMAL,AUTOMOBILE,14,-1.0,
8.0,0,37.715849,127.407822,15.69,1691920968000,NORMAL,AUTOMOBILE,14,-1.0,
8.0,0,37.715747,127.407694,15.86,1691920969000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.715662,127.40755,16.29,1691920970000,NORMAL,AUTOMOBILE,14,-1.0,
8.0,0,37.715568,127.4074,17.05,1691920971000,NORMAL,AUTOMOBILE,14,-1.0,
8.0,0,37.715476,127.407242,17.71,1691920972000,NORMAL,AUTOMOBILE,14,-1.0,
8.0,0,37.715393,127.407066,18.42,1691920973000,NORMAL,AUTOMOBILE,14,-1.0,
7.9,0,37.7153,127.406897,18.4,1691920974000,NORMAL,AUTOMOBILE,14,-1.0,
8.0,0,37.715215,127.406721,18.26,1691920975000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.715118,127.406543,18.26,1691920976000,NORMAL,AUTOMOBILE,14,-1.0,
8.1,0,37.715022,127.406373,18.01,1691920977000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.714909,127.406206,18.42,1691920978000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.714807,127.406047,17.7,1691920979000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.714708,127.405907,16.69,1691920980000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.71461,127.405781,15.51,1691920981000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.714518,127.405671,14.49,1691920982000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.71443,127.405567,13.17,1691920983000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.714348,127.405474,12.49,1691920984000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.714275,127.405394,11.52,1691920985000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.714207,127.405314,10.51,1691920986000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.714141,127.405242,9.83,1691920987000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.714082,127.405177,8.75,1691920988000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.714032,127.40512,7.75,1691920989000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713983,127.405064,7.49,1691920990000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713937,127.405011,6.93,1691920991000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713895,127.404956,6.71,1691920992000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.71386,127.404902,6.22,1691920993000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713833,127.404853,5.37,1691920994000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713821,127.404805,4.37,1691920995000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713817,127.40476,3.65,1691920996000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713822,127.404736,2.24,1691920997000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713825,127.404729,0.9,1691920998000,STOP,AUTOMOBILE,14,-1.0,
8.2,0,37.713829,127.404705,2.12,1691920999000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713844,127.404649,4.17,1691921000000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713859,127.404573,5.98,1691921001000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713884,127.404499,6.9,1691921002000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713905,127.404432,6.65,1691921003000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713918,127.404369,5.99,1691921004000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713952,127.404315,6.1,1691921005000,NORMAL,AUTOMOBILE,14,-1.0,
10.8,0,37.71397,127.40426,5.84,1691921006000,NORMAL,AUTOMOBILE,14,-1.0,
13.8,0,37.713983,127.404222,4.81,1691921007000,NORMAL,AUTOMOBILE,14,-1.0,
15.7,0,37.713991,127.404199,3.6,1691921008000,NORMAL,AUTOMOBILE,14,-1.0,
17.7,0,37.713998,127.404177,2.99,1691921009000,NORMAL,AUTOMOBILE,14,-1.0,
19.0,0,37.714003,127.404163,1.96,1691921010000,NORMAL,AUTOMOBILE,14,-1.0,
20.0,0,37.714005,127.404157,1.31,1691921011000,NORMAL,AUTOMOBILE,14,-1.0,
20.5,0,37.714009,127.404143,1.23,1691921012000,NORMAL,AUTOMOBILE,14,-1.0,
21.2,0,37.714011,127.404138,0.73,1691921013000,STOP,AUTOMOBILE,14,-1.0,
8.2,0,37.713866,127.404037,2.43,1691921014000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713855,127.403989,3.84,1691921015000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713845,127.403942,4.06,1691921016000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713838,127.403901,3.79,1691921017000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.71382,127.403865,3.6,1691921018000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713796,127.403847,3.19,1691921019000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713762,127.403838,3.25,1691921020000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713725,127.403849,3.25,1691921021000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713699,127.403876,2.98,1691921022000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713682,127.403896,2.48,1691921023000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713662,127.403918,2.9,1691921024000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713641,127.403943,3.09,1691921025000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713626,127.403968,2.81,1691921026000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713618,127.403991,2.26,1691921027000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713623,127.404008,1.26,1691921028000,NORMAL,AUTOMOBILE,14,-1.0,
8.2,0,37.713623,127.404015,0.59,1691921029000,STOP,AUTOMOBILE,14,-1.0,
8.2,0,37.713629,127.403952,2.15,1691921074000,NORMAL,STATION,14,-1.0,
8.2,0,37.713639,127.403951,2.19,1691921075000,NORMAL,STATION,14,-1.0,
8.2,0,37.713626,127.403944,1.35,1691921076000,NORMAL,STATION,14,-1.0,
8.1,0,37.713623,127.403936,0.98,1691921077000,STOP,STATION,14,-1.0,
8.1,0,37.713579,127.403906,1.03,1691921083000,NORMAL,STATION,14,-1.0,
8.2,0,37.713594,127.403912,0.34,1691921084000,STOP,STATION,14,-1.0,
8.2,0,37.713589,127.40389,2.02,1691921087000,NORMAL,STATION,14,-1.0,
8.2,0,37.713543,127.40383,5.15,1691921088000,NORMAL,STATION,14,-1.0,
8.8,0,37.713499,127.403759,6.73,1691921089000,NORMAL,STATION,14,-1.0,
8.2,0,37.713576,127.403912,0.77,1691921090000,STOP,STATION,14,-1.0,
8.2,0,37.713667,127.40393,1.4,1691921192000,NORMAL,STATION,10,-1.0,
8.2,0,37.713683,127.403937,1.39,1691921193000,NORMAL,STATION,10,-1.0,
8.2,0,37.713695,127.403929,1.26,1691921194000,NORMAL,STATION,12,-1.0,
8.2,0,37.713705,127.40392,1.12,1691921195000,NORMAL,STATION,12,-1.0,
8.2,0,37.713706,127.40392,0.54,1691921196000,STOP,STATION,12,-1.0,
8.2,0,37.713706,127.40392,0.54,1691925505293,END,,0,-1.0,
55.6,0,37.713865,127.403739,0.0,1691976470000,START,AUTOMOBILE,1219,-1.0,
81.2,0,37.721815,127.405107,0.0,1691976471000,STOP,AUTOMOBILE,1219,-1.0,
81.2,0,37.721815,127.405107,0.0,1691980500417,END,,0,-1.0,
50.0,0,37.538167,126.646345,0.0,1692160914000,START,WALK,1255,1.0,
27.6,0,37.538015,126.646076,1.43,1692160916000,NORMAL,WALK,1255,1.0,
51.9,0,37.538079,126.644345,0.0,1692161030000,STOP,WALK,197,1.0,
51.9,0,37.538079,126.644345,0.0,1692165300202,END,,0,1.0,
54.9,0,37.539532,126.646844,0.0,1692268061000,START,WALK,0,1.0,
24.8,0,37.54003,126.6465,2.8,1692268070000,NORMAL,WALK,4,1.0,
24.8,0,37.54003,126.6465,2.8,1692268380144,END,,0,1.0,
60.7,0,37.539029,126.647307,0.0,1692269617000,START,WALK,228,1.0,
51.6,0,37.53807,126.648504,0.0,1692269711000,STOP,WALK,37,1.0,
51.6,0,37.53807,126.648504,0.0,1692337443696,END,,0,1.0,
55.1,0,37.538201,126.646441,0.0,1692337443000,START,WALK,816,1.0,
53.5,0,37.537731,126.644527,0.0,1692337546000,STOP,WALK,188,1.0,
53.5,0,37.537731,126.644527,0.0,1692341646979,END,,0,1.0,
85.5,0,37.538025,126.645479,0.0,1692341647000,START,WALK,480,1.0,
51.1,0,37.538014,126.645853,0.85,1692341649000,STOP,WALK,480,1.0,
51.1,0,37.538014,126.645853,0.85,1692341853570,END,,0,1.0,
70.0,0,37.531989,126.644535,0.0,1692358811000,START,AUTOMOBILE,412,1.0,
20.1,0,37.530911,126.644631,8.36,1692358824000,NORMAL,AUTOMOBILE,412,1.0,
19.3,0,37.530826,126.644635,8.47,1692358825000,NORMAL,AUTOMOBILE,412,1.0,
18.7,0,37.530745,126.644609,8.36,1692358826000,NORMAL,AUTOMOBILE,412,1.0,
17.9,0,37.530601,126.644592,8.24,1692358828000,NORMAL,AUTOMOBILE,412,1.0,
17.9,0,37.530556,126.644589,7.03,1692358829000,NORMAL,AUTOMOBILE,412,1.0,
13.4,0,37.530494,126.644572,7.17,1692358830000,NORMAL,AUTOMOBILE,412,1.0,
13.0,0,37.530426,126.644558,7.33,1692358831000,NORMAL,AUTOMOBILE,412,1.0,
12.9,0,37.53037,126.644557,7.17,1692358832000,NORMAL,AUTOMOBILE,412,1.0,
12.6,0,37.530332,126.644545,5.86,1692358833000,NORMAL,AUTOMOBILE,412,1.0,
10.2,0,37.530283,126.644558,5.59,1692358834000,NORMAL,AUTOMOBILE,412,1.0,
10.2,0,37.53024,126.644573,6.82,1692358835000,NORMAL,AUTOMOBILE,412,1.0,
10.2,0,37.530165,126.644585,7.67,1692358836000,NORMAL,AUTOMOBILE,412,1.0,
10.2,0,37.530101,126.644584,7.45,1692358837000,NORMAL,AUTOMOBILE,412,1.0,
10.2,0,37.530028,126.644582,7.67,1692358838000,NORMAL,AUTOMOBILE,412,1.0,
10.1,0,37.529943,126.644582,8.53,1692358839000,NORMAL,AUTOMOBILE,412,1.0,
10.1,0,37.529853,126.644577,9.36,1692358840000,NORMAL,AUTOMOBILE,412,1.0,
9.8,0,37.529774,126.644575,9.36,1692358841000,NORMAL,AUTOMOBILE,412,1.0,
9.5,0,37.529698,126.644573,9.09,1692358842000,NORMAL,AUTOMOBILE,412,1.0,
8.2,0,37.529632,126.644577,8.26,1692358843000,NORMAL,AUTOMOBILE,412,1.0,
8.2,0,37.529576,126.644569,7.34,1692358844000,NORMAL,AUTOMOBILE,412,1.0,
8.2,0,37.529524,126.644576,6.63,1692358845000,NORMAL,AUTOMOBILE,412,1.0,
8.2,0,37.52947,126.644582,6.63,1692358846000,NORMAL,AUTOMOBILE,412,1.0,
8.7,0,37.529409,126.644566,5.6,1692358847000,NORMAL,AUTOMOBILE,412,1.0,
8.6,0,37.529368,126.644561,4.72,1692358848000,NORMAL,AUTOMOBILE,412,1.0,
8.5,0,37.529352,126.644544,3.45,1692358849000,NORMAL,AUTOMOBILE,412,1.0,
8.4,0,37.529331,126.644516,3.33,1692358850000,NORMAL,AUTOMOBILE,412,1.0,
8.3,0,37.529327,126.644529,2.94,1692358851000,NORMAL,AUTOMOBILE,412,1.0,
8.2,0,37.529324,126.644527,2.3,1692358852000,NORMAL,AUTOMOBILE,412,1.0,
8.2,0,37.529376,126.644433,2.34,1692358853000,NORMAL,AUTOMOBILE,412,1.0,
8.2,0,37.529375,126.644398,2.99,1692358854000,NORMAL,AUTOMOBILE,412,1.0,
8.2,0,37.529375,126.64436,3.03,1692358855000,NORMAL,AUTOMOBILE,412,1.0,
8.2,0,37.529375,126.644338,2.3,1692358856000,NORMAL,AUTOMOBILE,412,1.0,
8.2,0,37.529375,126.644318,1.77,1692358857000,NORMAL,AUTOMOBILE,412,1.0,
10.8,0,37.529374,126.644298,1.79,1692358858000,NORMAL,AUTOMOBILE,412,1.0,
12.8,0,37.529374,126.644262,2.39,1692358859000,NORMAL,AUTOMOBILE,412,1.0,
8.2,0,37.529268,126.644283,2.11,1692358860000,NORMAL,AUTOMOBILE,412,1.0,
8.2,0,37.529223,126.644283,2.96,1692358861000,NORMAL,AUTOMOBILE,412,1.0,
8.2,0,37.529191,126.644282,3.07,1692358862000,NORMAL,AUTOMOBILE,412,1.0,
8.2,0,37.529161,126.644264,3.21,1692358863000,NORMAL,AUTOMOBILE,412,1.0,
