accuracy,id,lat,lng,speed,time,type,state,stepCount,dbscan output,beaconData
34.4,0,37.541829,126.572985,18.39,4789725240766922752,NORMAL,STATION,1655,1.0,
27.5,0,37.541498,126.571761,21.02,4789725240787402752,NORMAL,STATION,1655,1.0,
31.9,0,37.541057,126.570559,22.03,4789725240807882752,NORMAL,AUTOMOBILE,1655,1.0,
13.0,0,37.54091,126.569345,21.8,4789725240828362752,NORMAL,AUTOMOBILE,1655,1.0,
11.6,0,37.540882,126.569097,21.75,4789725240832458752,NORMAL,AUTOMOBILE,1655,1.0,
8.5,0,37.54069,126.567888,21.8,4789725240852938752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.540209,126.566522,21.75,4789725240877514752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.539535,126.565295,21.78,4789725240902090752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.538991,126.564586,21.74,4789725240918474752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.538161,126.563539,21.8,4789725240943050752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.537623,126.562846,21.6,4789725240959434752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.536816,126.561779,21.77,4789725240984010752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.536277,126.561056,21.84,4789725241000394752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.535476,126.559983,21.65,4789725241024970752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.534942,126.559281,21.41,4789725241041354752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.534131,126.558256,21.45,4789725241065930752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.533326,126.557188,21.39,4789725241090506752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.532517,126.556139,21.75,4789725241115082752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.531993,126.555442,21.4,4789725241131466752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.531187,126.554375,21.44,4789725241156042752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.530645,126.553669,21.53,4789725241172426752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.529861,126.552619,21.43,4789725241197002752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.529327,126.551902,21.48,4789725241213386752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.528532,126.550857,21.45,4789725241237962752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.527992,126.550151,21.36,4789725241254346752,NORMAL,AUTOMOBILE,1655,1.0,
17.3,0,37.527193,126.549102,21.42,4789725241278922752,NORMAL,STATION,1655,1.0,
17.3,0,37.526804,126.548583,21.1,4789725241291210752,NORMAL,AUTOMOBILE,1655,1.0,
17.3,0,37.526557,126.548257,20.31,4789725241299402752,NORMAL,STATION,1655,1.0,
17.3,0,37.525985,126.547497,18.64,4789725241319882752,NORMAL,AUTOMOBILE,1655,1.0,
7.5,0,37.514612,126.531717,21.11,4789725241717194752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.514068,126.530448,21.25,4789725241741770752,NORMAL,STATION,1655,1.0,
8.2,0,37.513739,126.529612,20.9,4789725241758154752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.513651,126.529402,20.93,4789725241762250752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.513205,126.528358,20.98,4789725241782730752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.512679,126.527092,21.73,4789725241807306752,NORMAL,STATION,1655,1.0,
8.2,0,37.512334,126.526217,21.7,4789725241823690752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.511786,126.524875,22.41,4789725241848266752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.51169,126.524661,22.44,4789725241852362752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.51122,126.523523,22.6,4789725241872842752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.510837,126.522616,22.53,4789725241889226752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.510746,126.522382,22.54,4789725241893322752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.510311,126.521276,21.97,4789725241913802752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.509818,126.519933,21.43,4789725241938378752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.50934,126.51861,22.02,4789725241962954752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.509006,126.517712,21.33,4789725241979338752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.508574,126.516304,22.67,4789725242003914752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.508257,126.51532,23.39,4789725242020298752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.50818,126.515065,23.64,4789725242024394752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.50777,126.513802,24.45,4789725242044874752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.507442,126.512766,24.78,4789725242061258752,NORMAL,STATION,1655,1.0,
8.2,0,37.507365,126.512505,24.71,4789725242065354752,NORMAL,STATION,1655,1.0,
17.3,0,37.507037,126.511451,24.88,4789725242081738752,NORMAL,STATION,1655,1.0,
17.3,0,37.506627,126.510144,24.88,4789725242102218752,NORMAL,STATION,1655,1.0,
17.3,0,37.506543,126.509894,24.7,4789725242106314752,NORMAL,AUTOMOBILE,1655,1.0,
17.3,0,37.506136,126.508617,24.35,4789725242126794752,NORMAL,AUTOMOBILE,1655,1.0,
17.3,0,37.505614,126.507122,24.13,4789725242151370752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.505216,126.506152,24.25,4789725242167754752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.504613,126.50494,25.06,4789725242188234752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.504487,126.504701,25.18,4789725242192330752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.503935,126.503771,25.43,4789725242208714752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.503336,126.502883,25.67,4789725242225098752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.50303,126.502472,25.46,4789725242233290752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.502371,126.501673,25.27,4789725242249674752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.501672,126.500914,25.72,4789725242266058752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.5013,126.500544,26.05,4789725242274250752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.500512,126.49984,26.51,4789725242290634752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.499703,126.499204,26.58,4789725242307018752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.499286,126.498896,26.67,4789725242315210752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.49846,126.498278,26.56,4789725242331594752,NORMAL,STATION,1655,1.0,
8.1,0,37.497843,126.497823,26.39,4789725242343882752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.49723,126.497397,25.86,4789725242360266752,NORMAL,STATION,1655,1.0,
8.1,0,37.496645,126.496976,25.11,4789725242368458752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.495886,126.49642,24.15,4789725242384842752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.495183,126.495911,22.36,4789725242401226752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.495014,126.495779,22.16,4789725242405322752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.494165,126.495156,21.99,4789725242425802752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.493469,126.494642,22.6,4789725242442186752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.493289,126.494512,22.76,4789725242446282752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.492385,126.493828,23.36,4789725242466762752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.491648,126.493282,23.61,4789725242483146752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.491466,126.493141,23.6,4789725242487242752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.490551,126.492472,23.55,4789725242507722752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.489826,126.491934,23.16,4789725242524106752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.489646,126.491799,23.36,4789725242528202752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.489465,126.491668,23.23,4789725242532298752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.488754,126.491137,23.06,4789725242548682752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.488027,126.490641,22.77,4789725242565066752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.48768,126.490384,22.5,4789725242573258752,NORMAL,STATION,1655,1.0,
8.1,0,37.486987,126.489871,21.85,4789725242589642752,NORMAL,STATION,1655,1.0,
8.4,0,37.486324,126.489378,21.42,4789725242606026752,NORMAL,STATION,1655,1.0,
8.1,0,37.485988,126.489148,21.47,4789725242614218752,NORMAL,STATION,1655,1.0,
8.1,0,37.485322,126.488674,21.3,4789725242630602752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.484339,126.487971,20.99,4789725242655178752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.484177,126.487863,20.96,4789725242659274752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.483347,126.487331,20.76,4789725242679754752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.482321,126.486771,20.58,4789725242704330752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.481291,126.486274,20.67,4789725242728906752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.480571,126.485967,20.92,4789725242745290752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.479447,126.485592,21.6,4789725242769866752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.478678,126.485398,21.69,4789725242786250752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.477519,126.485191,22.39,4789725242810826752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.476719,126.48511,21.85,4789725242827210752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.475558,126.485078,22.27,4789725242851786752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.474767,126.485105,21.88,4789725242868170752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.473928,126.485165,22.94,4789725242884554752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.472713,126.485353,23.33,4789725242909130752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.472512,126.485389,23.1,4789725242913226752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.471557,126.485606,20.62,4789725242933706752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.470451,126.485903,20.76,4789725242958282752,NORMAL,AUTOMOBILE,1655,1.0,
8.3,0,37.469319,126.486264,22.03,4789725242982858752,NORMAL,AUTOMOBILE,1655,1.0,
8.4,0,37.468562,126.486493,21.55,4789725242999242752,NORMAL,AUTOMOBILE,1655,1.0,
8.5,0,37.467771,126.486728,22.52,4789725243015626752,NORMAL,AUTOMOBILE,1655,1.0,
8.5,0,37.46669,126.487055,20.04,4789725243040202752,NORMAL,AUTOMOBILE,1655,1.0,
8.4,0,37.466515,126.487101,19.69,4789725243044298752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.465669,126.487355,19.3,4789725243064778752,NORMAL,AUTOMOBILE,1655,1.0,
8.3,0,37.46466,126.487664,18.65,4789725243089354752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.463638,126.487983,19.77,4789725243113930752,NORMAL,STATION,1655,1.0,
8.2,0,37.462892,126.488203,21.89,4789725243130314752,NORMAL,AUTOMOBILE,1655,1.0,
8.3,0,37.462688,126.488267,22.72,4789725243134410752,NORMAL,AUTOMOBILE,1655,1.0,
8.3,0,37.461652,126.488565,23.47,4789725243154890752,NORMAL,AUTOMOBILE,1655,1.0,
8.3,0,37.460861,126.488815,23.03,4789725243171274752,NORMAL,AUTOMOBILE,1655,1.0,
8.3,0,37.460656,126.488872,23.27,4789725243175370752,NORMAL,AUTOMOBILE,1655,1.0,
8.3,0,37.459631,126.489152,23.48,4789725243195850752,NORMAL,AUTOMOBILE,1655,1.0,
8.3,0,37.458803,126.489321,23.3,4789725243212234752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.458592,126.489366,23.46,4789725243216330752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.457505,126.489557,24.31,4789725243236810752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.456626,126.48966,24.6,4789725243253194752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.456408,126.489671,24.47,4789725243257290752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.455516,126.489684,24.73,4789725243273674752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.454619,126.489618,25.07,4789725243290058752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.45418,126.489559,24.36,4789725243302346752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.453158,126.489338,22.35,4789725243318730752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.452047,126.488978,21.32,4789725243343306752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.451869,126.48891,21.16,4789725243347402752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.450919,126.488483,22.6,4789725243367882752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.44988,126.487906,19.97,4789725243392458752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.448946,126.487265,19.91,4789725243417034752,NORMAL,AUTOMOBILE,1655,1.0,
8.3,0,37.448306,126.486764,21.17,4789725243433418752,NORMAL,AUTOMOBILE,1655,1.0,
8.3,0,37.447405,126.485925,19.65,4789725243457994752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.446861,126.485386,18.65,4789725243474378752,NORMAL,AUTOMOBILE,1655,1.0,
8.5,0,37.446172,126.484518,18.6,4789725243498954752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.445709,126.483846,19.63,4789725243515338752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.445051,126.482851,18.82,4789725243539914752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.444628,126.482161,19.03,4789725243556298752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.443985,126.481099,19.95,4789725243580874752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.443576,126.480376,19.73,4789725243597258752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.442939,126.479252,20.73,4789725243621834752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.442476,126.478466,21.65,4789725243642314752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.441932,126.477154,21.95,4789725243662794752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.441506,126.475749,22.23,4789725243687370752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.441252,126.474323,20.21,4789725243711946752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.441207,126.473468,19.05,4789725243728330752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.441244,126.472156,19.38,4789725243752906752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.441258,126.471932,19.73,4789725243757002752,NORMAL,AUTOMOBILE,1655,1.0,
8.0,0,37.441346,126.471259,20.17,4789725243769290752,NORMAL,AUTOMOBILE,1655,1.0,
11.3,0,37.44161,126.470011,18.27,4789725243793866752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.441845,126.469314,16.15,4789725243810250752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.443039,126.468355,14.38,4789725243859402752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.443744,126.469294,10.18,4789725243896266752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.443732,126.469412,10.2,4789725243900362752,NORMAL,AUTOMOBILE,1655,1.0,
8.2,0,37.442855,126.469794,12.23,4789725243945418752,NORMAL,AUTOMOBILE,1655,1.0,
8.1,0,37.442211,126.468757,15.05,4789725243978186752,NORMAL,AUTOMOBILE,9,1.0,
8.1,0,37.442051,126.468475,15.66,4789725243986378752,NORMAL,AUTOMOBILE,9,1.0,
8.0,0,37.441553,126.467596,15.87,4789725244010954752,NORMAL,AUTOMOBILE,9,1.0,
8.2,0,37.44128,126.467122,13.4,4789725244027338752,NORMAL,AUTOMOBILE,9,1.0,
8.2,0,37.440677,126.466058,14.98,4789725244060106752,NORMAL,AUTOMOBILE,9,1.0,
8.2,0,37.440526,126.465775,15.11,4789725244068298752,NORMAL,AUTOMOBILE,9,1.0,
8.2,0,37.439967,126.464757,13.26,4789725244101066752,NORMAL,AUTOMOBILE,9,1.0,
8.2,0,37.439836,126.464522,12.88,4789725244109258752,NORMAL,AUTOMOBILE,9,1.0,
8.2,0,37.439471,126.463288,7.23,4789725244154314752,NORMAL,AUTOMOBILE,9,1.0,
43.3,0,37.439569,126.460175,0.0,4789725244330442752,STOP,AUTOMOBILE,9,1.0,
9.5,0,37.438857,126.459292,9.26,4789725244391882752,NORMAL,AUTOMOBILE,9,1.0,
47.1,0,37.437157,126.458351,0.0,4789725244637642752,STOP,AUTOMOBILE,9,1.0,
47.1,0,37.437157,126.458351,0.0,4789725337439848395,END,,0,1.0,
8.2,0,37.439738,126.464692,11.09,4789725338116554752,START,AUTOMOBILE,48,1.0,
8.2,0,37.43988,126.464895,11.52,4789725338124746752,NORMAL,AUTOMOBILE,48,1.0,
8.2,0,37.440485,126.465884,12.65,4789725338161610752,NORMAL,AUTOMOBILE,2,1.0,
8.2,0,37.440555,126.465998,12.65,4789725338165706752,NORMAL,AUTOMOBILE,2,1.0,
8.0,0,37.441032,126.467133,13.53,4789725338202570752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.441075,126.467299,13.99,4789725338206666752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.441187,126.468498,10.41,4789725338243530752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.441171,126.468761,11.3,4789725338251722752,NORMAL,STATION,2,1.0,
8.1,0,37.441092,126.469675,11.93,4789725338280394752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.441052,126.470129,12.95,4789725338292682752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.4409,126.471199,14.15,4789725338321354752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.440889,126.471684,14.11,4789725338333642752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.440832,126.472889,15.58,4789725338362314752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.440842,126.473419,15.75,4789725338374602752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.440966,126.474716,16.52,4789725338403274752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.441052,126.475281,16.99,4789725338415562752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.441396,126.476564,17.75,4789725338444234752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.441628,126.477236,16.37,4789725338460618752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.44206,126.478192,16.12,4789725338485194752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.442378,126.478826,16.98,4789725338501578752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.442954,126.479825,18.0,4789725338526154752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.443326,126.480469,17.9,4789725338542538752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.443895,126.481456,17.91,4789725338567114752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.44427,126.482106,17.79,4789725338583498752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.444884,126.483051,18.02,4789725338608074752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.445278,126.48365,16.45,4789725338624458752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.445856,126.48445,16.1,4789725338649034752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.446265,126.484982,16.41,4789725338669514752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.446953,126.48579,18.33,4789725338689994752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.447742,126.486649,19.52,4789725338714570752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.448583,126.48731,17.91,4789725338739146752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.449132,126.48773,17.75,4789725338755530752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.449975,126.488293,17.85,4789725338780106752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.450575,126.488613,18.15,4789725338796490752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.451488,126.489045,17.97,4789725338821066752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.45209,126.489293,17.45,4789725338837450752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.453079,126.489639,20.23,4789725338862026752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.453829,126.489801,21.4,4789725338882506752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.454979,126.489964,21.41,4789725338902986752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.456142,126.489998,21.42,4789725338927562752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.457306,126.489911,21.48,4789725338952138752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.458077,126.489787,21.47,4789725338968522752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.459219,126.489544,21.49,4789725338993098752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.459973,126.489349,21.41,4789725339009482752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.461101,126.489019,21.51,4789725339034058752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.461846,126.488797,21.15,4789725339050442752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.462981,126.488455,21.4,4789725339075018752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.463723,126.48823,21.11,4789725339091402752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.46478,126.48791,19.36,4789725339115978752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.465776,126.48761,18.68,4789725339140554752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.466733,126.487328,17.87,4789725339165130752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.466894,126.487275,18.04,4789725339169226752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.467375,126.487129,18.36,4789725339181514752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.468328,126.486836,18.26,4789725339206090752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.46897,126.486643,18.21,4789725339222474752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.469946,126.486349,18.84,4789725339247050752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.470614,126.486151,19.21,4789725339263434752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.471619,126.48588,18.86,4789725339288010752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.472282,126.485721,18.6,4789725339304394752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.473259,126.485537,18.02,4789725339328970752,NORMAL,STATION,2,1.0,
8.1,0,37.473897,126.485451,17.71,4789725339345354752,NORMAL,STATION,2,1.0,
8.1,0,37.474055,126.485432,17.64,4789725339349450752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.475125,126.485367,16.63,4789725339378122752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.47557,126.485366,16.37,4789725339390410752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.476593,126.485407,16.05,4789725339419082752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.477024,126.48545,15.94,4789725339431370752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.478025,126.485589,16.82,4789725339460042752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.478528,126.48569,19.61,4789725339476426752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.479454,126.485924,21.27,4789725339492810752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.480615,126.486306,22.6,4789725339517386752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.48081,126.48638,22.86,4789725339521482752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.481826,126.486819,24.83,4789725339541962752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.482677,126.487248,25.06,4789725339558346752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.482887,126.487365,25.2,4789725339562442752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.483718,126.487868,25.66,4789725339578826752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.484538,126.488419,25.78,4789725339595210752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.48494,126.488705,25.67,4789725339603402752,NORMAL,STATION,2,1.0,
8.1,0,37.485544,126.489143,25.92,4789725339615690752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.486328,126.489728,24.8,4789725339632074752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.486895,126.490146,24.31,4789725339644362752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.487824,126.490829,23.84,4789725339664842752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.488581,126.491383,24.29,4789725339681226752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.488959,126.491666,24.58,4789725339689418752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.489738,126.492236,25.12,4789725339705802752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.490531,126.492817,25.72,4789725339722186752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.490932,126.493111,25.78,4789725339730378752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.491728,126.493696,25.26,4789725339746762752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.492498,126.494262,24.69,4789725339763146752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.492873,126.49454,24.0,4789725339771338752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.493616,126.495084,23.93,4789725339787722752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.494339,126.495615,22.87,4789725339804106752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.494693,126.495872,22.93,4789725339812298752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.495434,126.496418,24.15,4789725339828682752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.49618,126.496965,23.96,4789725339845066752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.496554,126.497242,24.06,4789725339857354752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.4973,126.497792,23.73,4789725339869642752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.498032,126.498328,23.39,4789725339886026752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.498568,126.49872,22.99,4789725339898314752,NORMAL,AUTOMOBILE,2,1.0,
8.1,0,37.499471,126.499387,22.96,4789725339918794752,NORMAL,AUTOMOBILE,2,1.0,
